,organism.type,organism,structure.type,structure,organism_name.type,organism_name,structure_inchikey.type,structure_inchikey,structure_smiles.type,structure_smiles,ipniID.type,ipniID,structureLabel.xml:lang,structureLabel.type,structureLabel,chembl_id.type,chembl_id,refDOI.type,refDOI,structure_cas.type,structure_cas
1840,uri,http://www.wikidata.org/entity/Q900986,uri,http://www.wikidata.org/entity/Q72507130,literal,Schisandra chinensis,literal,RTZKSTLPRTWFEV-UHFFFAOYSA-N,literal,O(C1=CC2=C(C(OC)=C1OC)C3=C(OC)C=4OCOC4C=C3CC(C)C(C)C2)C,literal,60456331-2,en,literal,Schizandrin B,,,literal,10.1016/J.CHROMA.2008.09.070,literal,61281-37-6
1841,uri,http://www.wikidata.org/entity/Q900986,uri,http://www.wikidata.org/entity/Q72507130,literal,Schisandra chinensis,literal,RTZKSTLPRTWFEV-UHFFFAOYSA-N,literal,O(C1=CC2=C(C(OC)=C1OC)C3=C(OC)C=4OCOC4C=C3CC(C)C(C)C2)C,literal,60456331-2,en,literal,Schizandrin B,,,literal,10.1002/RCM.3931,literal,61281-37-6
1842,uri,http://www.wikidata.org/entity/Q900986,uri,http://www.wikidata.org/entity/Q72507130,literal,Schisandra chinensis,literal,RTZKSTLPRTWFEV-UHFFFAOYSA-N,literal,O(C1=CC2=C(C(OC)=C1OC)C3=C(OC)C=4OCOC4C=C3CC(C)C(C)C2)C,literal,60456331-2,en,literal,Schizandrin B,,,literal,10.1007/S00280-005-0133-1,literal,61281-37-6
1843,uri,http://www.wikidata.org/entity/Q11066007,uri,http://www.wikidata.org/entity/Q51617501,literal,Kadsura heteroclita,literal,KSEBMYQBYZTDHS-UHFFFAOYSA-N,literal,COC1=C(C=CC(=C1)C=CC(=O)O)O,literal,554576-1,en,literal,(E/Z)-ferulic acid,,,literal,10.1021/NP070269X,literal,1135-24-6
1844,uri,http://www.wikidata.org/entity/Q900986,uri,http://www.wikidata.org/entity/Q82100095,literal,Schisandra chinensis,literal,UIDUJXXQMGYOIN-UHFFFAOYSA-N,literal,CC1CCC2C(C3C(C)CCC13)C2(C)C,literal,60456331-2,en,literal,"1H-Cycloprop[e]azulene, decahydro-1,1,4,7-tetramethyl-",,,literal,10.1002/PCA.674,literal,28580-43-0
1845,uri,http://www.wikidata.org/entity/Q146434,uri,http://www.wikidata.org/entity/Q51617472,literal,Kadsura,literal,PFTAWBLQPZVEMU-UHFFFAOYSA-N,literal,C1C(C(OC2=CC(=CC(=C21)O)O)C3=CC(=C(C=C3)O)O)O,literal,25578-1,,literal,Q51617472,,,literal,10.1016/J.PHYTOCHEM.2007.11.019,literal,13392-26-2
1846,uri,http://www.wikidata.org/entity/Q11066007,uri,http://www.wikidata.org/entity/Q51617472,literal,Kadsura heteroclita,literal,PFTAWBLQPZVEMU-UHFFFAOYSA-N,literal,C1C(C(OC2=CC(=CC(=C21)O)O)C3=CC(=C(C=C3)O)O)O,literal,554576-1,,literal,Q51617472,,,literal,10.1021/NP0505521,literal,13392-26-2
1847,uri,http://www.wikidata.org/entity/Q900986,uri,http://www.wikidata.org/entity/Q72480793,literal,Schisandra chinensis,literal,VLLFEMVDMFTBHG-SMWGPYIJSA-N,literal,O=C1OC2C=3C=C(OC)C(OC)=C(OC)C3C4=C(OCC(C)C1(O)C)C=5OCOC5C=C4CC(C)C2(O)C,literal,60456331-2,en,literal,Gomisin D,,,literal,10.1248/CPB.40.1191,literal,60546-10-3
1848,uri,http://www.wikidata.org/entity/Q900986,uri,http://www.wikidata.org/entity/Q410291,literal,Schisandra chinensis,literal,SGTNSNPWRIOYBX-UHFFFAOYSA-N,literal,CC(C)C(CCCN(C)CCC1=CC(=C(C=C1)OC)OC)(C#N)C2=CC(=C(C=C2)OC)OC,literal,60456331-2,en,literal,verapamil,literal,CHEMBL6966,literal,10.1021/NP500521V,literal,52-53-9
1849,uri,http://www.wikidata.org/entity/Q900986,uri,http://www.wikidata.org/entity/Q409478,literal,Schisandra chinensis,literal,REFJWTPEDVJJIY-UHFFFAOYSA-N,literal,C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O)O,literal,60456331-2,en,literal,quercetin,literal,CHEMBL50,literal,10.1016/S0731-7085(00)00539-2,literal,117-39-5
1850,uri,http://www.wikidata.org/entity/Q1096405,uri,http://www.wikidata.org/entity/Q414057,literal,Illicium henryi,literal,BNWJOHGLIBDBOB-UHFFFAOYSA-N,literal,COC1=CC(=CC2=C1OCO2)CC=C,literal,554511-1,en,literal,myristicin,literal,CHEMBL481044,literal,10.1021/JF058156B,literal,607-91-0
1851,uri,http://www.wikidata.org/entity/Q12218770,uri,http://www.wikidata.org/entity/Q72507130,literal,Schisandra rubriflora,literal,RTZKSTLPRTWFEV-UHFFFAOYSA-N,literal,O(C1=CC2=C(C(OC)=C1OC)C3=C(OC)C=4OCOC4C=C3CC(C)C(C)C2)C,literal,555103-1,en,literal,Schizandrin B,,,literal,10.1038/JA.2015.48,literal,61281-37-6
1852,uri,http://www.wikidata.org/entity/Q900986,uri,http://www.wikidata.org/entity/Q82100095,literal,Schisandra chinensis,literal,UIDUJXXQMGYOIN-UHFFFAOYSA-N,literal,CC1CCC2C(C3C(C)CCC13)C2(C)C,literal,60456331-2,en,literal,"1H-Cycloprop[e]azulene, decahydro-1,1,4,7-tetramethyl-",,,literal,10.1002/PCA.674,literal,6790-86-9
1853,uri,http://www.wikidata.org/entity/Q900986,uri,http://www.wikidata.org/entity/Q27888324,literal,Schisandra chinensis,literal,XMGQYMWWDOXHJM-JTQLQIEISA-N,literal,CC1=CCC(CC1)C(=C)C,literal,60456331-2,en,literal,(+)-limonene,literal,CHEMBL449062,literal,10.1055/S-2003-37024,literal,5989-27-5
1854,uri,http://www.wikidata.org/entity/Q12234608,uri,http://www.wikidata.org/entity/Q82921712,literal,Kadsura lancilimba,literal,MDQSFHBMUTXNSK-WJDWYOEMSA-N,literal,O=C1OC(C)(C)C2C=CC3=C(C=C2C=C1)CCC4(C)C(CCC34C)C(C)C5OC(=O)C(=CC5)C,,,en,literal,Lancilactone B,,,literal,10.1021/NP980291D,literal,218915-16-3
1855,uri,http://www.wikidata.org/entity/Q12234604,uri,http://www.wikidata.org/entity/Q419672,literal,Kadsura verrucosa,literal,WKOLLVMJNQIZCI-UHFFFAOYSA-N,literal,COC1=C(C=CC(=C1)C(=O)O)O,literal,554600-1,en,literal,vanillic acid,literal,CHEMBL120568,literal,10.1080/13880200600794105,literal,121-34-6
1856,uri,http://www.wikidata.org/entity/Q10880344,uri,http://www.wikidata.org/entity/Q82902249,literal,Schisandra bicolor,literal,APOPUTYAPYVYFW-HLNDSBHSSA-N,literal,O=C1OC(C)(C)C2C(O)CC3C4(C)CCC(C(C)C5OC(=O)C(=CC5)C)C4(C)CCC63CC26C=C1,literal,555067-1,en,literal,Kadsulactone A,,,literal,10.1002/HLCA.200900245,literal,132296-71-0
1857,uri,http://www.wikidata.org/entity/Q11066007,uri,http://www.wikidata.org/entity/Q412191,literal,Kadsura heteroclita,literal,CXQWRCVTCMQVQX-LSDHHAIUSA-N,literal,O=C1C=2C(O)=CC(O)=CC2OC(C3=CC=C(O)C(O)=C3)C1O,literal,554576-1,en,literal,(+)-taxifolin,literal,CHEMBL66,literal,10.1016/J.PHYTOCHEM.2007.11.019,literal,480-18-2
1858,uri,http://www.wikidata.org/entity/Q12234608,uri,http://www.wikidata.org/entity/Q82902249,literal,Kadsura lancilimba,literal,APOPUTYAPYVYFW-HLNDSBHSSA-N,literal,O=C1OC(C)(C)C2C(O)CC3C4(C)CCC(C(C)C5OC(=O)C(=CC5)C)C4(C)CCC63CC26C=C1,,,en,literal,Kadsulactone A,,,literal,10.1021/NP980291D,literal,132296-71-0
1859,uri,http://www.wikidata.org/entity/Q900986,uri,http://www.wikidata.org/entity/Q423851,literal,Schisandra chinensis,literal,YHQGMYUVUMAZJR-UHFFFAOYSA-N,literal,CC1=CC=C(CC1)C(C)C,literal,60456331-2,en,literal,α-terpinene,literal,CHEMBL2251642,literal,10.1055/S-2003-37024,literal,99-86-5
1860,uri,http://www.wikidata.org/entity/Q900986,uri,http://www.wikidata.org/entity/Q418813,literal,Schisandra chinensis,literal,QMVPMAAFGQKVCJ-SNVBAGLBSA-N,literal,CC(CCC=C(C)C)CCO,literal,60456331-2,en,literal,(R)-β-citronellol,literal,CHEMBL1907993,literal,10.1055/S-2003-37024,literal,1117-61-9
1861,uri,http://www.wikidata.org/entity/Q10880344,uri,http://www.wikidata.org/entity/Q422631,literal,Schisandra bicolor,literal,JTEGQNOMFQHVDC-NKWVEPMBSA-N,literal,C1C(OC(S1)CO)N2C=CC(=NC2=O)N,literal,555067-1,en,literal,lamivudine,literal,CHEMBL141,literal,10.1021/NP8007864,literal,134678-17-4
1862,uri,http://www.wikidata.org/entity/Q900986,uri,http://www.wikidata.org/entity/Q418599,literal,Schisandra chinensis,literal,YQUVCSBJEUQKSH-UHFFFAOYSA-N,literal,C1=CC(=C(C=C1C(=O)O)O)O,literal,60456331-2,en,literal,"3,4-dihydroxybenzoic acid",literal,CHEMBL37537,literal,10.1021/NP50110A006,literal,99-50-3
1863,uri,http://www.wikidata.org/entity/Q900986,uri,http://www.wikidata.org/entity/Q418599,literal,Schisandra chinensis,literal,YQUVCSBJEUQKSH-UHFFFAOYSA-N,literal,C1=CC(=C(C=C1C(=O)O)O)O,literal,60456331-2,en,literal,"3,4-dihydroxybenzoic acid",literal,CHEMBL37537,literal,10.1021/NP030339+,literal,99-50-3
1864,uri,http://www.wikidata.org/entity/Q900986,uri,http://www.wikidata.org/entity/Q418599,literal,Schisandra chinensis,literal,YQUVCSBJEUQKSH-UHFFFAOYSA-N,literal,C1=CC(=C(C=C1C(=O)O)O)O,literal,60456331-2,en,literal,"3,4-dihydroxybenzoic acid",literal,CHEMBL37537,literal,10.3724/SP.J.1008.2010.01120,literal,99-50-3
1865,uri,http://www.wikidata.org/entity/Q11174711,uri,http://www.wikidata.org/entity/Q422631,literal,Schisandra wilsoniana,literal,JTEGQNOMFQHVDC-NKWVEPMBSA-N,literal,C1C(OC(S1)CO)N2C=CC(=NC2=O)N,literal,555083-1,en,literal,lamivudine,literal,CHEMBL141,literal,10.1021/NP8007864,literal,134678-17-4
1866,uri,http://www.wikidata.org/entity/Q1441971,uri,http://www.wikidata.org/entity/Q36502089,literal,Kadsura japonica,literal,GAIBLDCXCZKKJE-ACWLMNNXSA-N,literal,C=C1C=CC(CCC(=CCC1)C)C(C)C,literal,554582-1,en,literal,"(S,1Z,6Z)-8-Isopropyl-1-methyl-5-methylenecyclodeca-1,6-diene",,,literal,10.1271/BBB1961.39.1517,,
1867,uri,http://www.wikidata.org/entity/Q900986,uri,http://www.wikidata.org/entity/Q3359470,literal,Schisandra chinensis,literal,LMXFTMYMHGYJEI-UHFFFAOYSA-N,literal,CC1CCC(C(C1)O)C(C)(C)O,literal,60456331-2,en,literal,"p-menthane-3,8-diol",,,literal,10.1016/J.TET.2008.02.085,literal,42822-86-6
1868,uri,http://www.wikidata.org/entity/Q900986,uri,http://www.wikidata.org/entity/Q29529955,literal,Schisandra chinensis,literal,KWFJIXPIFLVMPM-UHFFFAOYSA-N,literal,CC(=CCCC1(C2CC3C1(C3C2)C)C)C,literal,60456331-2,en,literal,(-)-α-Santalene,,,literal,10.1002/JSSC.200800341,literal,512-61-8
1869,uri,http://www.wikidata.org/entity/Q12218776,uri,http://www.wikidata.org/entity/Q393336,literal,Schisandra lancifolia,literal,IYRMWMYZSQPJKC-UHFFFAOYSA-N,literal,C1=CC(=CC=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O,literal,555072-1,en,literal,kaempferol,literal,CHEMBL150,literal,10.1248/CPB.58.852,literal,520-18-3
1870,uri,http://www.wikidata.org/entity/Q15227578,uri,http://www.wikidata.org/entity/Q82947962,literal,Illicium oligandrum,literal,GEVWHIDSUOMVRI-UHFFFAOYSA-N,literal,O=C1OC2CC3(C1O)C(C)CC(O)C3(O)C4(C(=O)OC4)C2(O)C,literal,554528-1,en,literal,"4,5,7,11-tetrahydroxy-2,7-dimethylspiro[9-oxatricyclo[6.3.1.01,5]dodecane-6,3'-oxetane]-2',10-dione",,,literal,10.1248/CPB.56.1201,literal,51372-90-8
1871,uri,http://www.wikidata.org/entity/Q15227578,uri,http://www.wikidata.org/entity/Q82947962,literal,Illicium oligandrum,literal,GEVWHIDSUOMVRI-UHFFFAOYSA-N,literal,O=C1OC2CC3(C1O)C(C)CC(O)C3(O)C4(C(=O)OC4)C2(O)C,literal,554528-1,en,literal,"4,5,7,11-tetrahydroxy-2,7-dimethylspiro[9-oxatricyclo[6.3.1.01,5]dodecane-6,3'-oxetane]-2',10-dione",,,literal,10.1021/JA01133A002,literal,51372-90-8
1872,uri,http://www.wikidata.org/entity/Q11066007,uri,http://www.wikidata.org/entity/Q27293263,literal,Kadsura heteroclita,literal,PICOUNAPKDEPCA-TXEJJXNPSA-N,literal,CC1CC2=CC(=C(C(=C2C3=C(C(=C(C=C3CC1C)O)OC)OC)OC)OC)O,literal,554576-1,en,literal,gomisin j,literal,CHEMBL251864,literal,10.1016/S0968-0896(97)00118-1,literal,66280-25-9
1873,uri,http://www.wikidata.org/entity/Q12218788,uri,http://www.wikidata.org/entity/Q415007,literal,Schisandra plena,literal,PFTAWBLQPZVEMU-DZGCQCFKSA-N,literal,C1C(C(OC2=CC(=CC(=C21)O)O)C3=CC(=C(C=C3)O)O)O,literal,555076-1,en,literal,(+)-catechin,literal,CHEMBL311498,literal,10.1080/1028602042000204045,literal,154-23-4
1874,uri,http://www.wikidata.org/entity/Q840783,uri,http://www.wikidata.org/entity/Q82895061,literal,Illicium floridanum,literal,JQLDCCVJKRQUNE-ZREKMMHESA-N,literal,O=C(OCC1(C)C(O)(C)C(O)CC23CC(=O)OC(C(C)C2)C31O)C=4C=CC=CC4,literal,554509-1,en,literal,"(6,7,8a-Trihydroxy-7,8,10-trimethyl-3-oxooctahydro-1,4a-ethano-2-benzopyran-8-yl)methyl benzoate",,,literal,10.1016/0031-9422(91)84153-J,literal,116085-00-8
1875,uri,http://www.wikidata.org/entity/Q840783,uri,http://www.wikidata.org/entity/Q82895061,literal,Illicium floridanum,literal,JQLDCCVJKRQUNE-ZREKMMHESA-N,literal,O=C(OCC1(C)C(O)(C)C(O)CC23CC(=O)OC(C(C)C2)C31O)C=4C=CC=CC4,literal,554509-1,en,literal,"(6,7,8a-Trihydroxy-7,8,10-trimethyl-3-oxooctahydro-1,4a-ethano-2-benzopyran-8-yl)methyl benzoate",,,literal,10.1021/NP9701900,literal,116085-00-8
1876,uri,http://www.wikidata.org/entity/Q900986,uri,http://www.wikidata.org/entity/Q284072,literal,Schisandra chinensis,literal,HFPZCAJZSCWRBC-UHFFFAOYSA-N,literal,CC1=CC=C(C=C1)C(C)C,literal,60456331-2,en,literal,p-cymene,literal,CHEMBL442915,literal,10.1055/S-2003-37024,literal,99-87-6
1877,uri,http://www.wikidata.org/entity/Q900986,uri,http://www.wikidata.org/entity/Q82117334,literal,Schisandra chinensis,literal,CPDNGRVWRPXTGS-UHFFFAOYSA-N,literal,CC1=C(C(=C(C(=C1OC)C)C)OC)C,literal,60456331-2,en,literal,"Benzene, 1,4-dimethoxy-2,3,5,6-tetramethyl-",,,literal,10.1002/PCA.674,literal,13199-54-7
1878,uri,http://www.wikidata.org/entity/Q900986,uri,http://www.wikidata.org/entity/Q7050774,literal,Schisandra chinensis,literal,HCZKYJDFEPMADG-UHFFFAOYSA-N,literal,CC(CC1=CC(=C(C=C1)O)O)C(C)CC2=CC(=C(C=C2)O)O,literal,60456331-2,en,literal,nordihydroguaiaretic acid,literal,CHEMBL52,literal,10.1021/NP0503707,literal,500-38-9
1879,uri,http://www.wikidata.org/entity/Q12218776,uri,http://www.wikidata.org/entity/Q409478,literal,Schisandra lancifolia,literal,REFJWTPEDVJJIY-UHFFFAOYSA-N,literal,C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O)O,literal,555072-1,en,literal,quercetin,literal,CHEMBL50,literal,10.1248/CPB.58.852,literal,117-39-5
1880,uri,http://www.wikidata.org/entity/Q900986,uri,http://www.wikidata.org/entity/Q82120848,literal,Schisandra chinensis,literal,JYKULQBXNKHHEF-UHFFFAOYSA-N,literal,COC(=O)C1=CC(=C(C=C1)F)OC2=CC=CC=C2,literal,60456331-2,en,literal,Methyl 4-fluoro-3-phenoxybenzoate,,,literal,10.1002/JSSC.200800341,literal,117252-08-1
1881,uri,http://www.wikidata.org/entity/Q900986,uri,http://www.wikidata.org/entity/Q83112677,literal,Schisandra chinensis,literal,RTZKSTLPRTWFEV-OLZOCXBDSA-N,literal,O(C1=CC2=C(C(OC)=C1OC)C3=C(OC)C=4OCOC4C=C3CC(C)C(C)C2)C,literal,60456331-2,en,literal,(+)-schisandrin B,,,literal,10.1111/J.1745-7254.2008.00838.X,literal,82467-52-5
1882,uri,http://www.wikidata.org/entity/Q900986,uri,http://www.wikidata.org/entity/Q83112677,literal,Schisandra chinensis,literal,RTZKSTLPRTWFEV-OLZOCXBDSA-N,literal,O(C1=CC2=C(C(OC)=C1OC)C3=C(OC)C=4OCOC4C=C3CC(C)C(C)C2)C,literal,60456331-2,en,literal,(+)-schisandrin B,,,literal,10.1002/JAT.2951,literal,82467-52-5
1883,uri,http://www.wikidata.org/entity/Q900986,uri,http://www.wikidata.org/entity/Q83112677,literal,Schisandra chinensis,literal,RTZKSTLPRTWFEV-OLZOCXBDSA-N,literal,O(C1=CC2=C(C(OC)=C1OC)C3=C(OC)C=4OCOC4C=C3CC(C)C(C)C2)C,literal,60456331-2,en,literal,(+)-schisandrin B,,,literal,10.1248/BPB.22.265,literal,82467-52-5
1884,uri,http://www.wikidata.org/entity/Q900986,uri,http://www.wikidata.org/entity/Q83112677,literal,Schisandra chinensis,literal,RTZKSTLPRTWFEV-OLZOCXBDSA-N,literal,O(C1=CC2=C(C(OC)=C1OC)C3=C(OC)C=4OCOC4C=C3CC(C)C(C)C2)C,literal,60456331-2,en,literal,(+)-schisandrin B,,,literal,10.1271/BBB.90597,literal,82467-52-5
1885,uri,http://www.wikidata.org/entity/Q900986,uri,http://www.wikidata.org/entity/Q83112677,literal,Schisandra chinensis,literal,RTZKSTLPRTWFEV-OLZOCXBDSA-N,literal,O(C1=CC2=C(C(OC)=C1OC)C3=C(OC)C=4OCOC4C=C3CC(C)C(C)C2)C,literal,60456331-2,en,literal,(+)-schisandrin B,,,literal,10.1248/YAKUSHI1947.103.7_743,literal,82467-52-5
1886,uri,http://www.wikidata.org/entity/Q900986,uri,http://www.wikidata.org/entity/Q83112677,literal,Schisandra chinensis,literal,RTZKSTLPRTWFEV-OLZOCXBDSA-N,literal,O(C1=CC2=C(C(OC)=C1OC)C3=C(OC)C=4OCOC4C=C3CC(C)C(C)C2)C,literal,60456331-2,en,literal,(+)-schisandrin B,,,literal,10.1016/S0021-9673(96)00685-1,literal,82467-52-5
1887,uri,http://www.wikidata.org/entity/Q900986,uri,http://www.wikidata.org/entity/Q83112677,literal,Schisandra chinensis,literal,RTZKSTLPRTWFEV-OLZOCXBDSA-N,literal,O(C1=CC2=C(C(OC)=C1OC)C3=C(OC)C=4OCOC4C=C3CC(C)C(C)C2)C,literal,60456331-2,en,literal,(+)-schisandrin B,,,literal,10.1055/S-0029-1185685,literal,82467-52-5
1888,uri,http://www.wikidata.org/entity/Q900986,uri,http://www.wikidata.org/entity/Q83112677,literal,Schisandra chinensis,literal,RTZKSTLPRTWFEV-OLZOCXBDSA-N,literal,O(C1=CC2=C(C(OC)=C1OC)C3=C(OC)C=4OCOC4C=C3CC(C)C(C)C2)C,literal,60456331-2,en,literal,(+)-schisandrin B,,,literal,10.3390/MOLECULES15031223,literal,82467-52-5
1889,uri,http://www.wikidata.org/entity/Q900986,uri,http://www.wikidata.org/entity/Q83112677,literal,Schisandra chinensis,literal,RTZKSTLPRTWFEV-OLZOCXBDSA-N,literal,O(C1=CC2=C(C(OC)=C1OC)C3=C(OC)C=4OCOC4C=C3CC(C)C(C)C2)C,literal,60456331-2,en,literal,(+)-schisandrin B,,,literal,10.1016/S0021-9673(00)90280-2,literal,82467-52-5
1890,uri,http://www.wikidata.org/entity/Q900986,uri,http://www.wikidata.org/entity/Q83112677,literal,Schisandra chinensis,literal,RTZKSTLPRTWFEV-OLZOCXBDSA-N,literal,O(C1=CC2=C(C(OC)=C1OC)C3=C(OC)C=4OCOC4C=C3CC(C)C(C)C2)C,literal,60456331-2,en,literal,(+)-schisandrin B,,,literal,10.1055/S-2003-37024,literal,82467-52-5
1891,uri,http://www.wikidata.org/entity/Q900986,uri,http://www.wikidata.org/entity/Q83112677,literal,Schisandra chinensis,literal,RTZKSTLPRTWFEV-OLZOCXBDSA-N,literal,O(C1=CC2=C(C(OC)=C1OC)C3=C(OC)C=4OCOC4C=C3CC(C)C(C)C2)C,literal,60456331-2,en,literal,(+)-schisandrin B,,,literal,10.1021/NP0503707,literal,82467-52-5
1892,uri,http://www.wikidata.org/entity/Q900986,uri,http://www.wikidata.org/entity/Q83112677,literal,Schisandra chinensis,literal,RTZKSTLPRTWFEV-OLZOCXBDSA-N,literal,O(C1=CC2=C(C(OC)=C1OC)C3=C(OC)C=4OCOC4C=C3CC(C)C(C)C2)C,literal,60456331-2,en,literal,(+)-schisandrin B,,,literal,10.1016/J.CHROMA.2008.09.070,literal,82467-52-5
1893,uri,http://www.wikidata.org/entity/Q900986,uri,http://www.wikidata.org/entity/Q83112677,literal,Schisandra chinensis,literal,RTZKSTLPRTWFEV-OLZOCXBDSA-N,literal,O(C1=CC2=C(C(OC)=C1OC)C3=C(OC)C=4OCOC4C=C3CC(C)C(C)C2)C,literal,60456331-2,en,literal,(+)-schisandrin B,,,literal,10.1021/NP500521V,literal,82467-52-5
1894,uri,http://www.wikidata.org/entity/Q900986,uri,http://www.wikidata.org/entity/Q83112677,literal,Schisandra chinensis,literal,RTZKSTLPRTWFEV-OLZOCXBDSA-N,literal,O(C1=CC2=C(C(OC)=C1OC)C3=C(OC)C=4OCOC4C=C3CC(C)C(C)C2)C,literal,60456331-2,en,literal,(+)-schisandrin B,,,literal,10.1016/S0021-9673(01)00556-8,literal,82467-52-5
1895,uri,http://www.wikidata.org/entity/Q900986,uri,http://www.wikidata.org/entity/Q83112677,literal,Schisandra chinensis,literal,RTZKSTLPRTWFEV-OLZOCXBDSA-N,literal,O(C1=CC2=C(C(OC)=C1OC)C3=C(OC)C=4OCOC4C=C3CC(C)C(C)C2)C,literal,60456331-2,en,literal,(+)-schisandrin B,,,literal,10.1248/CPB.27.2695,literal,82467-52-5
1896,uri,http://www.wikidata.org/entity/Q900986,uri,http://www.wikidata.org/entity/Q83112677,literal,Schisandra chinensis,literal,RTZKSTLPRTWFEV-OLZOCXBDSA-N,literal,O(C1=CC2=C(C(OC)=C1OC)C3=C(OC)C=4OCOC4C=C3CC(C)C(C)C2)C,literal,60456331-2,en,literal,(+)-schisandrin B,,,literal,10.1248/CPB.40.1191,literal,82467-52-5
1897,uri,http://www.wikidata.org/entity/Q900986,uri,http://www.wikidata.org/entity/Q83112677,literal,Schisandra chinensis,literal,RTZKSTLPRTWFEV-OLZOCXBDSA-N,literal,O(C1=CC2=C(C(OC)=C1OC)C3=C(OC)C=4OCOC4C=C3CC(C)C(C)C2)C,literal,60456331-2,en,literal,(+)-schisandrin B,,,literal,10.1080/10575639808048288,literal,82467-52-5
1898,uri,http://www.wikidata.org/entity/Q900986,uri,http://www.wikidata.org/entity/Q83112677,literal,Schisandra chinensis,literal,RTZKSTLPRTWFEV-OLZOCXBDSA-N,literal,O(C1=CC2=C(C(OC)=C1OC)C3=C(OC)C=4OCOC4C=C3CC(C)C(C)C2)C,literal,60456331-2,en,literal,(+)-schisandrin B,,,literal,10.1055/S-0030-1249861,literal,82467-52-5
1899,uri,http://www.wikidata.org/entity/Q10880344,uri,http://www.wikidata.org/entity/Q83112677,literal,Schisandra bicolor,literal,RTZKSTLPRTWFEV-OLZOCXBDSA-N,literal,O(C1=CC2=C(C(OC)=C1OC)C3=C(OC)C=4OCOC4C=C3CC(C)C(C)C2)C,literal,555067-1,en,literal,(+)-schisandrin B,,,literal,10.1021/NP100067W,literal,82467-52-5
1900,uri,http://www.wikidata.org/entity/Q900986,uri,http://www.wikidata.org/entity/Q99542848,literal,Schisandra chinensis,literal,YEFOAORQXAOVJQ-UHFFFAOYSA-N,literal,CC1CC2=CC(=C(C(=C2C3=C(C(=C(C=C3CC1(C)O)OC)OC)OC)OC)OC)OC,literal,60456331-2,en,literal,Schisandrin,,,literal,10.1002/PTR.2907,literal,7432-28-2
1901,uri,http://www.wikidata.org/entity/Q900986,uri,http://www.wikidata.org/entity/Q99542848,literal,Schisandra chinensis,literal,YEFOAORQXAOVJQ-UHFFFAOYSA-N,literal,CC1CC2=CC(=C(C(=C2C3=C(C(=C(C=C3CC1(C)O)OC)OC)OC)OC)OC)OC,literal,60456331-2,en,literal,Schisandrin,,,literal,10.1055/S-2007-967120,literal,7432-28-2
1902,uri,http://www.wikidata.org/entity/Q900986,uri,http://www.wikidata.org/entity/Q99542848,literal,Schisandra chinensis,literal,YEFOAORQXAOVJQ-UHFFFAOYSA-N,literal,CC1CC2=CC(=C(C(=C2C3=C(C(=C(C=C3CC1(C)O)OC)OC)OC)OC)OC)OC,literal,60456331-2,en,literal,Schisandrin,,,literal,10.1055/S-0029-1185685,literal,7432-28-2
1903,uri,http://www.wikidata.org/entity/Q900986,uri,http://www.wikidata.org/entity/Q99542848,literal,Schisandra chinensis,literal,YEFOAORQXAOVJQ-UHFFFAOYSA-N,literal,CC1CC2=CC(=C(C(=C2C3=C(C(=C(C=C3CC1(C)O)OC)OC)OC)OC)OC)OC,literal,60456331-2,en,literal,Schisandrin,,,literal,10.1007/S00280-005-0133-1,literal,7432-28-2
1904,uri,http://www.wikidata.org/entity/Q12218770,uri,http://www.wikidata.org/entity/Q99542848,literal,Schisandra rubriflora,literal,YEFOAORQXAOVJQ-UHFFFAOYSA-N,literal,CC1CC2=CC(=C(C(=C2C3=C(C(=C(C=C3CC1(C)O)OC)OC)OC)OC)OC)OC,literal,555103-1,en,literal,Schisandrin,,,literal,10.1016/J.PHYTOCHEM.2008.09.010,literal,7432-28-2
1905,uri,http://www.wikidata.org/entity/Q15248586,uri,http://www.wikidata.org/entity/Q99542848,literal,Schisandra neglecta,literal,YEFOAORQXAOVJQ-UHFFFAOYSA-N,literal,CC1CC2=CC(=C(C(=C2C3=C(C(=C(C=C3CC1(C)O)OC)OC)OC)OC)OC)OC,literal,555074-1,en,literal,Schisandrin,,,literal,10.1080/10286020.2011.576843,literal,7432-28-2
1906,uri,http://www.wikidata.org/entity/Q15248586,uri,http://www.wikidata.org/entity/Q99542848,literal,Schisandra neglecta,literal,YEFOAORQXAOVJQ-UHFFFAOYSA-N,literal,CC1CC2=CC(=C(C(=C2C3=C(C(=C(C=C3CC1(C)O)OC)OC)OC)OC)OC)OC,literal,555074-1,en,literal,Schisandrin,,,literal,10.1016/J.PHYTOCHEM.2008.09.010,literal,7432-28-2
1907,uri,http://www.wikidata.org/entity/Q11174711,uri,http://www.wikidata.org/entity/Q83112677,literal,Schisandra wilsoniana,literal,RTZKSTLPRTWFEV-OLZOCXBDSA-N,literal,O(C1=CC2=C(C(OC)=C1OC)C3=C(OC)C=4OCOC4C=C3CC(C)C(C)C2)C,literal,555083-1,en,literal,(+)-schisandrin B,,,literal,10.1021/NP100067W,literal,82467-52-5
