,organism.type,organism,structure.type,structure,organism_name.type,organism_name,ipniID.type,ipniID,structure_inchikey.type,structure_inchikey,structure_smiles.type,structure_smiles,structureLabel.xml:lang,structureLabel.type,structureLabel,refDOI.type,refDOI,structure_cas.type,structure_cas,chembl_id.type,chembl_id
46,uri,http://www.wikidata.org/entity/Q132636,uri,http://www.wikidata.org/entity/Q105231181,literal,Aralia,literal,30023289-2,literal,QYXZQZMPZUEEML-UHFFFAOYSA-N,literal,O=C(O)C1C2C3(C(=O)OCC2(CCC3O)C4CCC5C(=C)CC14C5)C,en,literal,"17-Hydroxy-11-methyl-6-methylidene-12-oxo-13-oxapentacyclo[9.3.3.15,8.01,10.02,8]octadecane-9-carboxylic acid",literal,10.1271/BBB.57.1953,,,,
47,uri,http://www.wikidata.org/entity/Q7213683,uri,http://www.wikidata.org/entity/Q105140150,literal,Panax,literal,85871-1,literal,KEQXHOWXGVHEHV-UHFFFAOYSA-N,literal,OCC1OC(OC2C(O)C(O)C(OC2OC3CCC4(C)C(CCC5(C)C4CC(O)C6C(CCC65C)C(OC7OC(COC8OCC(OC9OCC(O)C(O)C9O)C(O)C8O)C(O)C(O)C7O)(C)CCC=C(C)C)C3(C)C)CO)C(OC%10OCC(O)C(O)C%10O)C(O)C1O,,literal,Q105140150,literal,10.1007/S11418-005-0027-X,,,,
48,uri,http://www.wikidata.org/entity/Q7213683,uri,http://www.wikidata.org/entity/Q104937730,literal,Panax,literal,85871-1,literal,BKQLBIWHYYCPJF-UHFFFAOYSA-N,literal,OCC1OC(OCC2OC(OC(C)(CCC=C(C)C)C3CCC4(C)C3C(O)CC5C6(C)CCC(O)C(C)(C)C6C(OC7OC(CO)C(O)C(O)C7OC8OC(C)C(O)C(O)C8O)CC54C)C(O)C(O)C2O)C(O)C(O)C1O,,literal,Q104937730,literal,10.1021/NP010354J,,,,
49,uri,http://www.wikidata.org/entity/Q132636,uri,http://www.wikidata.org/entity/Q105210004,literal,Aralia,literal,30023289-2,literal,PJJJZSMJLUFJIM-STRSJYDXSA-N,literal,O=C(OC1OC(CO)C(O)C(O)C1O)C23CCC(C)(C)CC3C4=CCC5C6(C)CCC(OC7OCC(OC8OC(CO)C(O)C(O)C8O)C(O)C7OC9OC(C)C(O)C(O)C9O)C(C)(C)C6CCC5(C)C4(C)CC2,en,literal,Pastuchoside E,literal,10.1007/BF00567339,,,,
50,uri,http://www.wikidata.org/entity/Q89145635,uri,http://www.wikidata.org/entity/Q104914920,literal,Heptapleurum heptaphyllum,literal,77196882-1,literal,AMSVTLCTZVZTHY-VQWZJKGVSA-N,literal,O=C(OC1OC(COC2OC(CO)C(OC3OC(C)C(O)C(O)C3O)C(O)C2O)C(O)C(O)C1O)C45CCC(C(=C)C)C5C6CCC7C8(C)CCC(OC9OC(CO)C(O)C(O)C9O)C(C)(C)C8CCC7(C)C6(C)CC4,,literal,Q104914920,literal,10.1016/0031-9422(91)80097-K,,,,
51,uri,http://www.wikidata.org/entity/Q15551778,uri,http://www.wikidata.org/entity/Q104919607,literal,Cussonia zimmermannii,literal,90193-1,literal,AVKOLTWNMGUSAT-VXKWHMMOSA-N,literal,O=C(OCCCCCCCCCCC(O)C#CC#CC(OC(=O)C)C=C)C,en,literal,"[(11S,16S)-16-acetyloxy-11-hydroxyoctadec-17-en-12,14-diynyl] acetate",literal,10.1021/NP0702133,,,,
52,uri,http://www.wikidata.org/entity/Q1618457,uri,http://www.wikidata.org/entity/Q104957918,literal,Oplopanax horridus,literal,91131-1,literal,CGMZKZLQZWZKJO-RCQSYPNMSA-N,literal,OC(C#CC#CC(O)CC)C=CCCCCCCC,en,literal,oplopandiol,literal,10.1021/NP970182J,,,,
53,uri,http://www.wikidata.org/entity/Q1618457,uri,http://www.wikidata.org/entity/Q104957918,literal,Oplopanax horridus,literal,91131-1,literal,CGMZKZLQZWZKJO-RCQSYPNMSA-N,literal,OC(C#CC#CC(O)CC)C=CCCCCCCC,en,literal,oplopandiol,literal,10.1021/NP900674D,,,,
54,uri,http://www.wikidata.org/entity/Q89145603,uri,http://www.wikidata.org/entity/Q105009255,literal,Heptapleurum calyptratum,literal,77196875-1,literal,GIWHJGMTOFXNEX-WGQSFBMHSA-N,literal,O=C(OC1OC(COC2OC(CO)C(OC3OC(C)C(O)C(O)C3O)C(O)C2O)C(O)C(O)C1O)C45CCC(C)C(C)C5C6=CCC7C8(C)CCC(OC9OC(O)C(O)C(O)C9OC%10OC(C)C(O)C(O)C%10O)C(C)(C)C8CCC7(C)C6(C)CC4,,literal,Q105009255,literal,10.1007/BF02323292,,,,
55,uri,http://www.wikidata.org/entity/Q652089,uri,http://www.wikidata.org/entity/Q104986932,literal,Aralia chinensis,literal,89608-1,literal,DQGMAYONHHBQRD-MYCAWPNHSA-N,literal,O=C(OC)C1OC(OC2CCC3(C)C(CCC4(C)C3CC=C5C6CC(C)(C)CCC6(C(=O)OC7OC(CO)C(O)C(O)C7O)CCC54C)C2(C)C)C(OC8OC(CO)C(O)C(O)C8O)C(OC9OC(CO)C(O)C(O)C9O)C1O,en,literal,Calendulaglycoside A 6'-methyl ester,literal,10.1016/0031-9422(96)00085-4,,,,
56,uri,http://www.wikidata.org/entity/Q1618457,uri,http://www.wikidata.org/entity/Q104957913,literal,Oplopanax horridus,literal,91131-1,literal,CGMZKZLQZWZKJO-IRXDYDNUSA-N,literal,OC(C#CC#CC(O)CC)C=CCCCCCCC,en,literal,"(3S,8S)-heptadec-9-en-4,6-diyne-3,8-diol",literal,10.1021/NP970182J,,,,
57,uri,http://www.wikidata.org/entity/Q1618457,uri,http://www.wikidata.org/entity/Q104957913,literal,Oplopanax horridus,literal,91131-1,literal,CGMZKZLQZWZKJO-IRXDYDNUSA-N,literal,OC(C#CC#CC(O)CC)C=CCCCCCCC,en,literal,"(3S,8S)-heptadec-9-en-4,6-diyne-3,8-diol",literal,10.1021/NP900674D,,,,
58,uri,http://www.wikidata.org/entity/Q1618457,uri,http://www.wikidata.org/entity/Q105158673,literal,Oplopanax horridus,literal,91131-1,literal,LWYUSWLRBKNRLB-UGQYRENISA-N,literal,OC(C)(C)C1OC(C=C)(C)CCC=C(C)CC1,en,literal,"2-[(2S,5Z,9S)-9-ethenyl-5,9-dimethyl-3,4,7,8-tetrahydro-2H-oxonin-2-yl]propan-2-ol",literal,10.1021/NP900674D,,,,
59,uri,http://www.wikidata.org/entity/Q89145635,uri,http://www.wikidata.org/entity/Q105150859,literal,Heptapleurum heptaphyllum,literal,77196882-1,literal,LEXLFIULVWKBPT-ZOGDPUPDSA-N,literal,O=C(O)C1(C)C(O)CCC2(C)C1CCC3(C)C2CC=C4C5CC(C)(C)CCC5(C(=O)OC6OC(COC7OC(CO)C(OC8OC(C)C(O)C(O)C8O)C(O)C7O)C(O)C(O)C6O)CCC43C,en,literal,Scheffoleoside D,literal,10.1016/S0031-9422(00)89543-6,,,,
60,uri,http://www.wikidata.org/entity/Q89145635,uri,http://www.wikidata.org/entity/Q105150859,literal,Heptapleurum heptaphyllum,literal,77196882-1,literal,LEXLFIULVWKBPT-ZOGDPUPDSA-N,literal,O=C(O)C1(C)C(O)CCC2(C)C1CCC3(C)C2CC=C4C5CC(C)(C)CCC5(C(=O)OC6OC(COC7OC(CO)C(OC8OC(C)C(O)C(O)C8O)C(O)C7O)C(O)C(O)C6O)CCC43C,en,literal,Scheffoleoside D,literal,10.1080/10286020.2011.566562,,,,
61,uri,http://www.wikidata.org/entity/Q89145635,uri,http://www.wikidata.org/entity/Q105151491,literal,Heptapleurum heptaphyllum,literal,77196882-1,literal,LGOPJRNHNGETGG-KALHFNAPSA-N,literal,O=C(OC1OC(COC2OC(CO)C(OC3OC(C)C(O)C(O)C3O)C(O)C2O)C(O)C(O)C1O)C45CCC(C)(C)CC5C6=CCC7C8(C)CC(O)C(O)C(C)(CO)C8CCC7(C)C6(C)CC4,en,literal,Scheffoleoside F,literal,10.1016/S0031-9422(00)89543-6,,,,
62,uri,http://www.wikidata.org/entity/Q89145603,uri,http://www.wikidata.org/entity/Q105126537,literal,Heptapleurum calyptratum,literal,77196875-1,literal,JEZZTWOXPWGYCU-DNGFKABNSA-N,literal,O=C(OC1OC(COC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O)C34CCC(O)(C)C(C)C4C5=CCC6C7(C)CC(O)C(OC8OCC(O)C(OC9OCC(O)C(O)C9O)C8O)C(C)(CO)C7CCC6(C)C5(C)CC3,en,literal,"2alpha,20beta,23-Trihydroxy-3beta-(3-O-beta-D-xylopyranosyl-alpha-L-arabinopyranosyloxy)urs-12-ene-28-oic acid 6-O-beta-D-glucopyranosyl-beta-D-glucopyranosyl ester",literal,10.1021/NP000375Y,,,,
63,uri,http://www.wikidata.org/entity/Q89145603,uri,http://www.wikidata.org/entity/Q105126537,literal,Heptapleurum calyptratum,literal,77196875-1,literal,JEZZTWOXPWGYCU-DNGFKABNSA-N,literal,O=C(OC1OC(COC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O)C34CCC(O)(C)C(C)C4C5=CCC6C7(C)CC(O)C(OC8OCC(O)C(OC9OCC(O)C(O)C9O)C8O)C(C)(CO)C7CCC6(C)C5(C)CC3,en,literal,"2alpha,20beta,23-Trihydroxy-3beta-(3-O-beta-D-xylopyranosyl-alpha-L-arabinopyranosyloxy)urs-12-ene-28-oic acid 6-O-beta-D-glucopyranosyl-beta-D-glucopyranosyl ester",literal,10.1021/NP9605807,,,,
64,uri,http://www.wikidata.org/entity/Q89145635,uri,http://www.wikidata.org/entity/Q104399813,literal,Heptapleurum heptaphyllum,literal,77196882-1,literal,OSXJYFIVZQMFMF-ATHBPGJJSA-N,literal,O=C(O)C1(C)C(O)CCC2(C)C1CCC3(C)C2CCC4C5C(C(=C)C)CCC5(C(=O)OC6OC(COC7OC(CO)C(OC8OC(C)C(O)C(O)C8O)C(O)C7O)C(O)C(O)C6O)CCC43C,en,literal,Acankoreoside A,literal,10.1016/0031-9422(91)83647-4,,,,
65,uri,http://www.wikidata.org/entity/Q89145635,uri,http://www.wikidata.org/entity/Q104399813,literal,Heptapleurum heptaphyllum,literal,77196882-1,literal,OSXJYFIVZQMFMF-ATHBPGJJSA-N,literal,O=C(O)C1(C)C(O)CCC2(C)C1CCC3(C)C2CCC4C5C(C(=C)C)CCC5(C(=O)OC6OC(COC7OC(CO)C(OC8OC(C)C(O)C(O)C8O)C(O)C7O)C(O)C(O)C6O)CCC43C,en,literal,Acankoreoside A,literal,10.1080/10286020.2011.566562,,,,
66,uri,http://www.wikidata.org/entity/Q12161683,uri,http://www.wikidata.org/entity/Q104252118,literal,Cussonia arborea,literal,90138-1,literal,UGJAEDFOKNAMQD-SXSDINLZSA-N,literal,OC(C#CC#CCC=CCCCCCCC)C=C,en,literal,(Z)-falcarinol,literal,10.1055/S-2006-957492,,,,
67,uri,http://www.wikidata.org/entity/Q1618457,uri,http://www.wikidata.org/entity/Q104399003,literal,Oplopanax horridus,literal,91131-1,literal,CGMZKZLQZWZKJO-ONPHEMOESA-N,literal,OC(C#CC#CC(O)CC)C=CCCCCCCC,en,literal,"(3S,8S,9E)-heptadec-9-en-4,6-diyne-3,8-diol",literal,10.1021/NP970182J,,,,
68,uri,http://www.wikidata.org/entity/Q15551620,uri,http://www.wikidata.org/entity/Q104888884,literal,Cussonia bancoensis,literal,90140-1,literal,VLKSXELFNUEYKM-OHOLNXJGSA-N,literal,O=C(O)C12CCC(C)C(C)C2C3=CCC4C5(C)CCC(OC6OCC(O)C(O)C6O)C(C)(CO)C5CCC4(C)C3(C)CC1,en,literal,3-O-(alpha-L-Arabinopyranosyl)-23-hydroxyursolic acid,literal,10.1021/NP020412G,,,,
69,uri,http://www.wikidata.org/entity/Q12161683,uri,http://www.wikidata.org/entity/Q105141895,literal,Cussonia arborea,literal,90138-1,literal,KJNOFQIXRNJCSC-MYKCRJTGSA-N,literal,O=C(OC1OC(COC2OC(CO)C(OC3OC(C)C(O)C(O)C3O)C(O)C2O)C(O)C(O)C1O)C45CCC(C)C(C)C5C6=CCC7C8(C)CCC(O)C(C)(CO)C8CCC7(C)C6(C)CC4,en,literal,Asiaticoside F,literal,10.1021/NP8008094,,,,
70,uri,http://www.wikidata.org/entity/Q7098366,uri,http://www.wikidata.org/entity/Q104200374,literal,Oplopanax japonicus,literal,91132-1,literal,WLXJHVQYKOJBBN-UHFFFAOYSA-N,literal,O=C(C)C1CCC2C1C(CCC2(O)C)C(C)C,en,literal,7-Acetyl-2-hydroxy-2-methyl-5-isopropylbicyclo[4.3.0]nonane,literal,10.1039/J39670000423,,,,
71,uri,http://www.wikidata.org/entity/Q12161683,uri,http://www.wikidata.org/entity/Q105146433,literal,Cussonia arborea,literal,90138-1,literal,KVAIKUUDUIYPRC-PJLOBVSHSA-N,literal,O=C(OC1OC(COC2OCC(O)C(O)C2O)C(OC3OC(C)C(O)C(O)C3O)C(O)C1O)C45CCC(C)(C)CC5C6=CCC7C8(C)CCC(OC9OC(CO)C(O)C(O)C9OC%10OCC(O)C(OC%11OC(CO)C(O)C(O)C%11O)C%10O)C(C)(C)C8CCC7(C)C6(C)CC4,,literal,Q105146433,literal,10.1021/NP8008094,,,,
72,uri,http://www.wikidata.org/entity/Q2473304,uri,http://www.wikidata.org/entity/Q105138917,literal,Aralia cordata,literal,89613-1,literal,KCSCTOANDBOIGV-UHFFFAOYSA-N,literal,OC1CCC2(C)C(CCC3(C)C(CCC32)C(O)(C)CCC=C(C)CCC=C(C)C)C1(C)C,en,literal,"3-(2-Hydroxy-6,10-dimethylundeca-5,9-dien-2-yl)-3a,6,6,9a-tetramethyl-1,2,3,4,5,5a,7,8,9,9b-decahydrocyclopenta[a]naphthalen-7-ol",literal,10.1055/S-0030-1250177,,,,
73,uri,http://www.wikidata.org/entity/Q12161683,uri,http://www.wikidata.org/entity/Q105146432,literal,Cussonia arborea,literal,90138-1,literal,KVAIKUUDUIYPRC-LLDQAQKDSA-N,literal,O=C(OC1OC(COC2OCC(O)C(O)C2O)C(OC3OC(C)C(O)C(O)C3O)C(O)C1O)C45CCC(C)(C)CC5C6=CCC7C8(C)CCC(OC9OC(CO)C(O)C(O)C9OC%10OCC(O)C(OC%11OC(CO)C(O)C(O)C%11O)C%10O)C(C)(C)C8CCC7(C)C6(C)CC4,,literal,Q105146432,literal,10.1021/NP8008094,,,,
74,uri,http://www.wikidata.org/entity/Q12161683,uri,http://www.wikidata.org/entity/Q105027442,literal,Cussonia arborea,literal,90138-1,literal,HFPFOWZKUHZLHL-OGUMHHDJSA-N,literal,O=C(OC1CC(O)(C(=O)O)CC(OC(=O)C=CC2=CC=C(O)C(OC)=C2)C1O)C=CC3=CC=C(O)C(O)=C3,en,literal,"(1S,3S,4R,5S)-3-[(E)-3-(3,4-dihydroxyphenyl)prop-2-enoyl]oxy-1,4-dihydroxy-5-[(E)-3-(4-hydroxy-3-methoxyphenyl)prop-2-enoyl]oxycyclohexane-1-carboxylic acid",literal,10.1055/S-2001-18338,,,,
75,uri,http://www.wikidata.org/entity/Q65940871,uri,http://www.wikidata.org/entity/Q104961688,literal,Heptapleurum arboricola,literal,90845-1,literal,CJTKZNRURRGXRY-YQGVERFYSA-N,literal,O=C(O)C12CCC(C)(C)CC2C3=CCC4C5(C)CCC(OC6OCC(O)C(O)C6OC7OC(C)C(O)C(OC8OCC(OC9OCC(O)C(O)C9O)C(O)C8O)C7O)C(C)(CO)C5CCC4(C)C3(C)CC1,,literal,Q104961688,literal,10.1002/HLCA.200690047,,,,
76,uri,http://www.wikidata.org/entity/Q89145635,uri,http://www.wikidata.org/entity/Q105137062,literal,Heptapleurum heptaphyllum,literal,77196882-1,literal,JYJSDPJHFJZKFG-CRNRAUGNSA-N,literal,O=C(O)C1(C)C(O)CCC2(C)C1CCC3(C)C2C(O)CC4C5C(C(=C)C)CCC5(C(=O)OC6OC(COC7OC(CO)C(OC8OC(C)C(O)C(O)C8O)C(O)C7O)C(O)C(O)C6O)CCC43C,en,literal,"3alpha,11alpha-Dihydroxylup-20(29)-ene-23,28-dioic acid 28-[6-O-[4-O-alpha-L-rhamnopyranosyl-beta-D-glucopyranosyl]-beta-D-glucopyranosyl] ester",literal,10.1016/0031-9422(91)83647-4,,,,
77,uri,http://www.wikidata.org/entity/Q89145635,uri,http://www.wikidata.org/entity/Q105030516,literal,Heptapleurum heptaphyllum,literal,77196882-1,literal,HMICOLSPNWTQEF-VOSXJIGGSA-N,literal,OCC1OC(OCC2OC(O)C(O)C(O)C2O)C(O)C(O)C1OC3OC(C)C(O)C(O)C3O,en,literal,6-O-(4-O-alpha-L-Rhamnopyranosyl-beta-D-glucopyranosyl)-beta-D-glucopyranose,literal,10.1016/0031-9422(91)80097-K,,,,
78,uri,http://www.wikidata.org/entity/Q12161683,uri,http://www.wikidata.org/entity/Q104246929,literal,Cussonia arborea,literal,90138-1,literal,QWCNQXNAFCBLLV-DLBZAZTESA-N,literal,OC(C#CC#CC(O)C=CCCCCCCC)C=C,en,literal,"(3S,8R)-heptadeca-1,9-dien-4,6-diyne-3,8-diol",literal,10.1055/S-2006-957492,,,,
79,uri,http://www.wikidata.org/entity/Q89145635,uri,http://www.wikidata.org/entity/Q104398019,literal,Heptapleurum heptaphyllum,literal,77196882-1,literal,QGJZLNKBHJESQX-ULZDWRHHSA-N,literal,O=C(O)C12CCC(C(=C)C)C2C3CCC4C5(C)CCC(O)C(C)(C)C5CCC4(C)C3(C)CC1,en,literal,Epibetulinic acid,literal,10.1248/CPB.38.714,,,,
80,uri,http://www.wikidata.org/entity/Q89145635,uri,http://www.wikidata.org/entity/Q104398019,literal,Heptapleurum heptaphyllum,literal,77196882-1,literal,QGJZLNKBHJESQX-ULZDWRHHSA-N,literal,O=C(O)C12CCC(C(=C)C)C2C3CCC4C5(C)CCC(O)C(C)(C)C5CCC4(C)C3(C)CC1,en,literal,Epibetulinic acid,literal,10.1016/0031-9422(91)83647-4,,,,
81,uri,http://www.wikidata.org/entity/Q89145635,uri,http://www.wikidata.org/entity/Q104398019,literal,Heptapleurum heptaphyllum,literal,77196882-1,literal,QGJZLNKBHJESQX-ULZDWRHHSA-N,literal,O=C(O)C12CCC(C(=C)C)C2C3CCC4C5(C)CCC(O)C(C)(C)C5CCC4(C)C3(C)CC1,en,literal,Epibetulinic acid,literal,10.1016/0031-9422(91)85130-R,,,,
82,uri,http://www.wikidata.org/entity/Q89145635,uri,http://www.wikidata.org/entity/Q104398019,literal,Heptapleurum heptaphyllum,literal,77196882-1,literal,QGJZLNKBHJESQX-ULZDWRHHSA-N,literal,O=C(O)C12CCC(C(=C)C)C2C3CCC4C5(C)CCC(O)C(C)(C)C5CCC4(C)C3(C)CC1,en,literal,Epibetulinic acid,literal,10.1021/NP50082A018,,,,
83,uri,http://www.wikidata.org/entity/Q89145635,uri,http://www.wikidata.org/entity/Q104398019,literal,Heptapleurum heptaphyllum,literal,77196882-1,literal,QGJZLNKBHJESQX-ULZDWRHHSA-N,literal,O=C(O)C12CCC(C(=C)C)C2C3CCC4C5(C)CCC(O)C(C)(C)C5CCC4(C)C3(C)CC1,en,literal,Epibetulinic acid,literal,10.1248/CPB.37.2727,,,,
84,uri,http://www.wikidata.org/entity/Q89145635,uri,http://www.wikidata.org/entity/Q105145042,literal,Heptapleurum heptaphyllum,literal,77196882-1,literal,KRJGIYUSEZHRFC-UMWNHQQHSA-N,literal,O=C(OC1OC(COC2OC(CO)C(OC3OC(C)C(O)C(O)C3O)C(O)C2O)C(O)C(O)C1O)C45CCC(C(=C)C)C5C6CCC7C8(C)CCC(O)C(C)(C)C8CCC7(C)C6(C)CC4,en,literal,3alpha-Hydroxylup-20(29)-en-28-oic acid 6-O-[4-O-alpha-L-rhamnopyranosyl-beta-D-glucopyranosyl]-beta-D-glucopyranosyl ester,literal,10.1016/0031-9422(91)83647-4,,,,
85,uri,http://www.wikidata.org/entity/Q5196278,uri,http://www.wikidata.org/entity/Q105150661,literal,Cussonia spicata,literal,90185-1,literal,LEMZAMJTVJRKGV-QOYXFHDGSA-N,literal,O=C(O)C1OC(OC2CCC3(C)C(CCC4(C)C3CC=C5C6CC(C)(C)CCC6(C(=O)O)CCC54C)C2(C)C)C(OC7OC(CO)C(O)C(O)C7O)C(O)C1OC8OC(CO)C(O)C8O,,literal,Q105150661,literal,10.1016/S0031-9422(00)84496-9,,,,
86,uri,http://www.wikidata.org/entity/Q4185647,uri,http://www.wikidata.org/entity/Q104195901,literal,Oplopanax elatus,literal,91130-1,literal,QJVXKWHHAMZTBY-UHFFFAOYSA-N,literal,OCC=CC1=CC(OC)=C(OC2OC(CO)C(O)C(O)C2O)C(OC)=C1,en,literal,"2-(Hydroxymethyl)-6-[4-(3-hydroxyprop-1-enyl)-2,6-dimethoxyphenoxy]oxane-3,4,5-triol",literal,10.1080/14786410802075806,,,,
87,uri,http://www.wikidata.org/entity/Q65940871,uri,http://www.wikidata.org/entity/Q105033386,literal,Heptapleurum arboricola,literal,90845-1,literal,HTDZZYBEWFGQRB-HUABPHHGSA-N,literal,O=C(O)C1OC(OC2CCC3(C)C(CCC4(C)C3CC=C5C6CC(C)(C)CCC6(C(=O)OC7OC(CO)C(O)C(O)C7O)CCC54C)C2(C)C)C(OC8OCC(O)C(O)C8O)C(O)C1OC9OC(C)C(O)C(O)C9O,,literal,Q105033386,literal,10.1016/S0031-9422(03)00117-1,,,,
88,uri,http://www.wikidata.org/entity/Q12161683,uri,http://www.wikidata.org/entity/Q105156913,literal,Cussonia arborea,literal,90138-1,literal,LTETXBLTWNQKFH-PLIYMGJBSA-N,literal,O=C(OC1OC(COC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O)C34CCC(C)(C)CC4C5=CCC6C7(C)CCC(OC8OC(CO)C(OC9OC(C)C(O)C(O)C9O)C(O)C8O)C(C)(CO)C7CCC6(C)C5(C)CC3,en,literal,Arboreaside A,literal,10.1021/NP8008094,literal,1154519-74-0,,
89,uri,http://www.wikidata.org/entity/Q89145635,uri,http://www.wikidata.org/entity/Q104911663,literal,Heptapleurum heptaphyllum,literal,77196882-1,literal,AFZYVLSAQGQODC-CXTNEJHOSA-N,literal,O=C(O)C1=CC2C(CCC2(C)C(O)CC1)C(C)C,en,literal,Dysodensiol E,literal,10.1080/10286020.2011.566562,,,,
90,uri,http://www.wikidata.org/entity/Q89145635,uri,http://www.wikidata.org/entity/Q104667282,literal,Heptapleurum heptaphyllum,literal,77196882-1,literal,HNOOIFXGTSPBIW-UHFFFAOYSA-N,literal,O=C(OC1OC(COC2OC(CO)C(OC3OC(C)C(O)C(O)C3O)C(O)C2O)C(O)C(O)C1O)C4CC(C)C(C)C5C6=CCC7(C)C(CCC8C(C)(CO)C(O)C(O)CC87C)C6(C)CCC45,,literal,Q104667282,literal,10.1016/S0031-9422(00)89543-6,,,,
91,uri,http://www.wikidata.org/entity/Q89145635,uri,http://www.wikidata.org/entity/Q104667282,literal,Heptapleurum heptaphyllum,literal,77196882-1,literal,HNOOIFXGTSPBIW-UHFFFAOYSA-N,literal,O=C(OC1OC(COC2OC(CO)C(OC3OC(C)C(O)C(O)C3O)C(O)C2O)C(O)C(O)C1O)C4CC(C)C(C)C5C6=CCC7(C)C(CCC8C(C)(CO)C(O)C(O)CC87C)C6(C)CCC45,,literal,Q104667282,literal,10.1016/0031-9422(91)83042-J,,,,
92,uri,http://www.wikidata.org/entity/Q2473304,uri,http://www.wikidata.org/entity/Q105144767,literal,Aralia cordata,literal,89613-1,literal,KQSFNXMDCOFFGW-UHFFFAOYSA-N,literal,O=C(O)C1OC(OC2CCC3(C)C(CCC4(C)C3CC=C5C6CC(C)(C)CCC6(C(=O)OC7OC(CO)C(O)C(O)C7O)CCC54C)C2(C)C)C(O)C(O)C1OC8OC(CO)C(O)C8O,en,literal,Chikusetsusaponin IV,literal,10.1016/S0031-9422(00)00379-4,,,,
93,uri,http://www.wikidata.org/entity/Q3007891,uri,http://www.wikidata.org/entity/Q104400114,literal,Cussonia paniculata,literal,90178-1,literal,GXWUEMSASMVWKO-LFGJQLCQSA-N,literal,O=C(O)C12CCC(C)(C)CC2C3=CCC4C5(C)CCC(OC6OCC(O)C(O)C6OC7OC(CO)C(O)C(O)C7O)C(C)(C)C5CCC4(C)C3(C)CC1,en,literal,Saponin PE,literal,10.1007/S10600-005-0172-1,,,,
94,uri,http://www.wikidata.org/entity/Q12161683,uri,http://www.wikidata.org/entity/Q105141896,literal,Cussonia arborea,literal,90138-1,literal,KJNOFQIXRNJCSC-OVXVLPOSSA-N,literal,O=C(OC1OC(COC2OC(CO)C(OC3OC(C)C(O)C(O)C3O)C(O)C2O)C(O)C(O)C1O)C45CCC(C)C(C)C5C6=CCC7C8(C)CCC(O)C(C)(CO)C8CCC7(C)C6(C)CC4,,literal,Q105141896,literal,10.1021/NP8008094,,,,
95,uri,http://www.wikidata.org/entity/Q12161683,uri,http://www.wikidata.org/entity/Q104252693,literal,Cussonia arborea,literal,90138-1,literal,CWVRJTMFETXNAD-PNQZTZQXSA-N,literal,O=C(O)C1(O)CC(O)C(O)C(OC(=O)C=CC2=CC=C(O)C(O)=C2)C1,en,literal,Isochlorogensaure,literal,10.1055/S-2001-18338,,,,
96,uri,http://www.wikidata.org/entity/Q652089,uri,http://www.wikidata.org/entity/Q105036229,literal,Aralia chinensis,literal,89608-1,literal,IAPWMCFBEVZNPT-GGQHVCCQSA-N,literal,O=C(OC)C1OC(OC2CCC3(C)C4CC=C5C6CC(C)(C)CCC6(C(=O)OC)CCC5(C)C4(C)CCC3C2(C)C)C(OC7OC(CO)C(O)C(O)C7O)C(O)C1O,en,literal,1-O-[28-Methoxy-28-oxoolean-12-en-3beta-yl]-2-O-beta-D-glucopyranosyl-beta-D-glucopyranuronic acid methyl ester,literal,10.1016/0031-9422(96)00085-4,,,,
97,uri,http://www.wikidata.org/entity/Q1618457,uri,http://www.wikidata.org/entity/Q105033302,literal,Oplopanax horridus,literal,91131-1,literal,HSXGLWCOJRXCCK-NZBPQXDJSA-N,literal,OC(CCC(O)(C=C)C)C1(OC(CC1)C(O)(C)C)C,en,literal,"(1S,4R)-1-[(2R,5S)-5-(2-hydroxypropan-2-yl)-2-methyloxolan-2-yl]-4-methylhex-5-ene-1,4-diol",literal,10.1021/NP900674D,,,,
98,uri,http://www.wikidata.org/entity/Q12161683,uri,http://www.wikidata.org/entity/Q105028541,literal,Cussonia arborea,literal,90138-1,literal,HHSJADVFUKSUAJ-BXKPJJICSA-N,literal,O=C(O)C1(OC(=O)C2(O)CC(O)C(O)C(OC(=O)C=CC3=CC=C(O)C(O)=C3)C2)CC(O)C(O)C(OC(=O)C=CC4=CC=C(O)C(O)=C4)C1,en,literal,"(1S,3S,4R,5S)-3-[(E)-3-(3,4-dihydroxyphenyl)prop-2-enoyl]oxy-1-[(1R,3S,4S,5S)-3-[(E)-3-(3,4-dihydroxyphenyl)prop-2-enoyl]oxy-1,4,5-trihydroxycyclohexanecarbonyl]oxy-4,5-dihydroxycyclohexane-1-carboxylic acid",literal,10.1055/S-2001-18338,,,,
99,uri,http://www.wikidata.org/entity/Q3007891,uri,http://www.wikidata.org/entity/Q104993771,literal,Cussonia paniculata,literal,90178-1,literal,FDSRWPZECMMOFD-LURBLWJMSA-N,literal,O=C(OC1OC(COC2OC(CO)C(OC3OC(C)C(O)C(O)C3O)C(O)C2O)C(O)C(O)C1O)C45CCC(C)C(C)C5C6=CCC7C8(C)CCC(OC9OCC(O)C(O)C9O)C(C)(CO)C8CCC7(C)C6(C)CC4,en,literal,Scheffursoside C,literal,10.1007/S10600-005-0172-1,,,,
