,organism.type,organism,structure.type,structure,organism_name.type,organism_name,structure_inchikey.type,structure_inchikey,structure_smiles.type,structure_smiles,structureLabel.xml:lang,structureLabel.type,structureLabel,ipniID.type,ipniID,refDOI.type,refDOI,structure_cas.type,structure_cas,chembl_id.type,chembl_id
446,uri,http://www.wikidata.org/entity/Q3539178,uri,http://www.wikidata.org/entity/Q105129641,literal,Trillium camschatcense,literal,JJGBGCVEFRKNOE-TVZWVASNSA-N,literal,O=C1C2=C(CCC3C2CC=C4CC(O)CC(OC5OCC(O)C(OC6OCC(O)C(O)C6O)C5OC7OC(C)C(O)C(O)C7O)C43C)C8C1OC9(OCC(C)C(O)C9O)C8C,en,literal,Deoxytrillenoside B,literal,328445-2,literal,10.1248/CPB.51.1328,,,,
447,uri,http://www.wikidata.org/entity/Q10917239,uri,http://www.wikidata.org/entity/Q105114915,literal,Trillium kamtschaticum,literal,IKSYYPXUFFGNKE-MGRYYFIXSA-N,literal,OC1CC2=CCC3C(CCC4(C)C3CC5OC6(OCC(C)C(O)C6)C(C)C54O)C2(C)CC1,en,literal,"(1R,2S,4S,4'S,5'S,6R,7S,8S,9S,12S,13R,16S)-5',7,9,13-tetramethylspiro[5-oxapentacyclo[10.8.0.02,9.04,8.013,18]icos-18-ene-6,2'-oxane]-4',8,16-triol",literal,328436-2,literal,10.1248/CPB.29.325,,,,
448,uri,http://www.wikidata.org/entity/Q11126737,uri,http://www.wikidata.org/entity/Q105119059,literal,Veratrum grandiflorum,literal,IRRHFODGOMSPEE-QVOHAWANSA-N,literal,OC1CC2=CCC3C(CCC4(C)C3CC(O)C4C(C)C5NCC(C)CC5)C2(C)CC1,en,literal,"(3R,8S,9S,10R,13S,14S,16R,17R)-10,13-dimethyl-17-[(1S)-1-[(2S,5R)-5-methylpiperidin-2-yl]ethyl]-2,3,4,7,8,9,11,12,14,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthrene-3,16-diol",literal,543495-1,literal,10.1016/0031-9422(77)84048-X,,,,
449,uri,http://www.wikidata.org/entity/Q2707753,uri,http://www.wikidata.org/entity/Q105132238,literal,Veratrum viride,literal,JOBMMOBXVRRLOS-WCWYTVJISA-N,literal,O=C(OC1C(O)C2C(CN3CC(C)CCC3C2(O)C)C4CC56OC7(O)C(OC(=O)C(O)(C)CC)CCC6(C)C7CC(O)C5C14O)C(C)CC,,literal,Q105132238,literal,543543-1,literal,10.1021/JA01132A027,,,,
450,uri,http://www.wikidata.org/entity/Q2707753,uri,http://www.wikidata.org/entity/Q105132238,literal,Veratrum viride,literal,JOBMMOBXVRRLOS-WCWYTVJISA-N,literal,O=C(OC1C(O)C2C(CN3CC(C)CCC3C2(O)C)C4CC56OC7(O)C(OC(=O)C(O)(C)CC)CCC6(C)C7CC(O)C5C14O)C(C)CC,,literal,Q105132238,literal,543543-1,literal,10.1002/ARDP.19552881005,,,,
451,uri,http://www.wikidata.org/entity/Q10936837,uri,http://www.wikidata.org/entity/Q105122831,literal,Veratrum taliense,literal,IYNBEJALSUEFDB-DVKCRANESA-N,literal,OC1CC2=CCC3C(CCC4(C)C3CCC4C(O)(C)C5NCC(C)CC5)C2(C)CC1,en,literal,"(3S,8S,9S,10R,13S,14S,17S)-17-[(1R)-1-hydroxy-1-[(2R,5S)-5-methylpiperidin-2-yl]ethyl]-10,13-dimethyl-2,3,4,7,8,9,11,12,14,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-3-ol",literal,543536-1,literal,10.1002/CHIN.200345190,,,,
452,uri,http://www.wikidata.org/entity/Q10936837,uri,http://www.wikidata.org/entity/Q105122831,literal,Veratrum taliense,literal,IYNBEJALSUEFDB-DVKCRANESA-N,literal,OC1CC2=CCC3C(CCC4(C)C3CCC4C(O)(C)C5NCC(C)CC5)C2(C)CC1,en,literal,"(3S,8S,9S,10R,13S,14S,17S)-17-[(1R)-1-hydroxy-1-[(2R,5S)-5-methylpiperidin-2-yl]ethyl]-10,13-dimethyl-2,3,4,7,8,9,11,12,14,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-3-ol",literal,543536-1,literal,10.1016/S0040-4020(03)00882-2,,,,
453,uri,http://www.wikidata.org/entity/Q3539177,uri,http://www.wikidata.org/entity/Q105111259,literal,Trillium erectum,literal,IDAXGESIJFKILO-JEBGPEQRSA-N,literal,OCC1OC(OCC2COC3(OC4CC5C6CC=C7CC(O)CCC7(C)C6CCC5(C)C4(O)C3C)CC2)C(O)C(O)C1O,en,literal,"(2R,3R,4S,5S,6R)-2-[[(1R,2S,3'S,4S,6R,7S,8S,9S,12S,13R,16S)-8,16-dihydroxy-7,9,13-trimethylspiro[5-oxapentacyclo[10.8.0.02,9.04,8.013,18]icos-18-ene-6,6'-oxane]-3'-yl]methoxy]-6-(hydroxymethyl)oxane-3,4,5-triol",literal,304585-2,literal,10.1016/J.PHYTOCHEM.2008.08.004,,,,
454,uri,http://www.wikidata.org/entity/Q3539178,uri,http://www.wikidata.org/entity/Q105114915,literal,Trillium camschatcense,literal,IKSYYPXUFFGNKE-MGRYYFIXSA-N,literal,OC1CC2=CCC3C(CCC4(C)C3CC5OC6(OCC(C)C(O)C6)C(C)C54O)C2(C)CC1,en,literal,"(1R,2S,4S,4'S,5'S,6R,7S,8S,9S,12S,13R,16S)-5',7,9,13-tetramethylspiro[5-oxapentacyclo[10.8.0.02,9.04,8.013,18]icos-18-ene-6,2'-oxane]-4',8,16-triol",literal,328445-2,literal,10.1248/CPB.29.325,,,,
455,uri,http://www.wikidata.org/entity/Q158898,uri,http://www.wikidata.org/entity/Q105132239,literal,Veratrum nigrum,literal,JOBMMOBXVRRLOS-WEAVPSJQSA-N,literal,O=C(OC1C(O)C2C(CN3CC(C)CCC3C2(O)C)C4CC56OC7(O)C(OC(=O)C(O)(C)CC)CCC6(C)C7CC(O)C5C14O)C(C)CC,,literal,Q105132239,literal,543516-1,literal,10.1248/CPB.39.549,,,,
456,uri,http://www.wikidata.org/entity/Q7137387,uri,http://www.wikidata.org/entity/Q105151624,literal,Paris polyphylla,literal,LGXXLEPDYUEPOE-HRFRVXRASA-N,literal,O=C1C=C2C(CCC3(C)C(CCCC23O)C(O)(C)C(O)CCC(O)(C)C)C4(C)CC(O)C(O)CC14,en,literal,"(1S,4aS,6aR,8R,9R,10aR,10bR,12aR)-4a,8,9-trihydroxy-10a,12a-dimethyl-1-[(2R,3S)-2,3,6-trihydroxy-6-methylheptan-2-yl]-1,2,3,4,6a,7,8,9,10,10b,11,12-dodecahydrochrysen-6-one",literal,539722-1,literal,10.1016/0040-4020(82)85166-1,,,,
457,uri,http://www.wikidata.org/entity/Q11126737,uri,http://www.wikidata.org/entity/Q105033280,literal,Veratrum grandiflorum,literal,HSTZMXCBWJGKHG-JTHNCSCQSA-N,literal,OC1=CC=C(C=C1)C=CC=2C=C(O)C=C(OC3OC(CO)C(O)C(O)C3O)C2,en,literal,"(2S,3R,4S,5R,6R)-2-[3-hydroxy-5-[(E)-2-(4-hydroxyphenyl)ethenyl]phenoxy]-6-(hydroxymethyl)oxane-3,4,5-triol",literal,543495-1,literal,10.1016/0031-9422(92)83436-3,,,,
458,uri,http://www.wikidata.org/entity/Q158898,uri,http://www.wikidata.org/entity/Q105138514,literal,Veratrum nigrum,literal,KBTBHGPSEWACMW-DXWWGHDLSA-N,literal,O=C(OC1C(O)C2(O)C(CC34OC5(O)C(O)CCC4(C)C5CC(O)C23)C6CN7CC(C)CCC7C(O)(C)C16)C(C)CC,en,literal,"[(1S,2S,6S,9S,10S,11R,12R,13S,14S,15S,16R,18S,19S,22S,23S,25R)-10,13,14,16,22,23-hexahydroxy-6,10,19-trimethyl-24-oxa-4-azaheptacyclo[12.12.0.02,11.04,9.015,25.018,23.019,25]hexacosan-12-yl] (2S)-2-methylbutanoate",literal,543516-1,literal,10.1248/CPB.39.549,,,,
459,uri,http://www.wikidata.org/entity/Q2355143,uri,http://www.wikidata.org/entity/Q105032877,literal,Veratrum lobelianum,literal,HRXDXVGLJJYLNK-AYYDVIOASA-N,literal,OC1CC2=CCC3C(CCC4(C)C(CCC34)C(C)C5N=C(C)CC5)C2(C)CC1,en,literal,"(3S,8R,9R,10S,13S,14R,17S)-10,13-dimethyl-17-[(1S)-1-[(2S)-5-methyl-3,4-dihydro-2H-pyrrol-2-yl]ethyl]-2,3,4,7,8,9,11,12,14,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-3-ol",literal,30300236-2,literal,10.1016/S0040-4039(01)97086-8,,,,
460,uri,http://www.wikidata.org/entity/Q2707753,uri,http://www.wikidata.org/entity/Q105132237,literal,Veratrum viride,literal,JOBMMOBXVRRLOS-UHFFFAOYSA-N,literal,O=C(OC1C(O)C2C(CN3CC(C)CCC3C2(O)C)C4CC56OC7(O)C(OC(=O)C(O)(C)CC)CCC6(C)C7CC(O)C5C14O)C(C)CC,en,literal,"[10,12,14,16,23-Pentahydroxy-6,10,19-trimethyl-13-(2-methylbutanoyloxy)-24-oxa-4-azaheptacyclo[12.12.0.02,11.04,9.015,25.018,23.019,25]hexacosan-22-yl] 2-hydroxy-2-methylbutanoate",literal,543543-1,literal,10.1021/JA01166A080,,,,
461,uri,http://www.wikidata.org/entity/Q2355143,uri,http://www.wikidata.org/entity/Q105138197,literal,Veratrum lobelianum,literal,KBGNYIWYDYVUFP-VSFLGWKDSA-N,literal,O=C(OC(C)C(O)(C(=O)OC1CCC2(C)C3CC(OC(=O)C)C4C5(O)C(OC(=O)C(C)CC)C(O)C6C(CN7CC(C)CCC7C6(O)C)C5CC42OC13O)C)C,,literal,Q105138197,literal,30300236-2,literal,10.1007/BF00564623,,,,
462,uri,http://www.wikidata.org/entity/Q157547,uri,http://www.wikidata.org/entity/Q105138196,literal,Veratrum album,literal,KBGNYIWYDYVUFP-UHFFFAOYSA-N,literal,O=C(OC(C)C(O)(C(=O)OC1CCC2(C)C3CC(OC(=O)C)C4C5(O)C(OC(=O)C(C)CC)C(O)C6C(CN7CC(C)CCC7C6(O)C)C5CC42OC13O)C)C,en,literal,"[16-Acetyloxy-10,12,14,23-tetrahydroxy-6,10,19-trimethyl-13-(2-methylbutanoyloxy)-24-oxa-4-azaheptacyclo[12.12.0.02,11.04,9.015,25.018,23.019,25]hexacosan-22-yl] 3-acetyloxy-2-hydroxy-2-methylbutanoate",literal,30192264-2,literal,10.1021/JA01589A033,,,,
463,uri,http://www.wikidata.org/entity/Q10894195,uri,http://www.wikidata.org/entity/Q105156019,literal,Veratrum dahuricum,literal,LQZYJVWXEFXUJG-OPPBMFSOSA-N,literal,O=C(OC1CCC2(C)C3CCC4C5(O)C(O)C(O)C6C(CN7CC(C)CCC7C6(O)C)C5CC42OC13O)C8=CC=C(OC)C(OC)=C8,en,literal,"[(1S,2S,6S,9S,10S,11R,12R,13S,14S,15S,18S,19S,22S,23S,25R)-10,12,13,14,23-pentahydroxy-6,10,19-trimethyl-24-oxa-4-azaheptacyclo[12.12.0.02,11.04,9.015,25.018,23.019,25]hexacosan-22-yl] 3,4-dimethoxybenzoate",literal,543485-1,literal,10.1007/S10600-008-9082-3,literal,31329-58-5,,
464,uri,http://www.wikidata.org/entity/Q10894195,uri,http://www.wikidata.org/entity/Q105156019,literal,Veratrum dahuricum,literal,LQZYJVWXEFXUJG-OPPBMFSOSA-N,literal,O=C(OC1CCC2(C)C3CCC4C5(O)C(O)C(O)C6C(CN7CC(C)CCC7C6(O)C)C5CC42OC13O)C8=CC=C(OC)C(OC)=C8,en,literal,"[(1S,2S,6S,9S,10S,11R,12R,13S,14S,15S,18S,19S,22S,23S,25R)-10,12,13,14,23-pentahydroxy-6,10,19-trimethyl-24-oxa-4-azaheptacyclo[12.12.0.02,11.04,9.015,25.018,23.019,25]hexacosan-22-yl] 3,4-dimethoxybenzoate",literal,543485-1,literal,10.1007/BF00580055,literal,31329-58-5,,
465,uri,http://www.wikidata.org/entity/Q2355143,uri,http://www.wikidata.org/entity/Q105135797,literal,Veratrum lobelianum,literal,JVKYZPBMZPJNAJ-NHEUOOHBSA-N,literal,OC1CC2=CCC3C(CCC4(C)C3CC5N6CC(C)CCC6C(C)C54)C2(C)CC1,en,literal,"(1S,2R,7R,10S,11R,14R,15R,16S,17R,20R,23S)-10,14,16,20-tetramethyl-22-azahexacyclo[12.10.0.02,11.05,10.015,23.017,22]tetracos-4-en-7-ol",literal,30300236-2,literal,10.1007/BF00570703,,,,
466,uri,http://www.wikidata.org/entity/Q4392591,uri,http://www.wikidata.org/entity/Q105122707,literal,Paris verticillata,literal,IYFMBSVAOKIIHT-HUOGHVNKSA-N,literal,O=C1C(OC2OC(CO)C(O)C(O)C2OC3OC(C)C(O)C(O)C3O)=C(OC4=CC(OC5OC(CO)C(O)C(O)C5O)=CC(O)=C14)C=6C=CC(O)=CC6,en,literal,"3-[(2S,3S,4S,5S,6S)-4,5-dihydroxy-6-(hydroxymethyl)-3-[(2S,3S,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxyoxan-2-yl]oxy-5-hydroxy-2-(4-hydroxyphenyl)-7-[(2S,3S,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxychromen-4-one",literal,539731-1,literal,10.1248/CPB.29.1445,,,,
467,uri,http://www.wikidata.org/entity/Q157547,uri,http://www.wikidata.org/entity/Q105036422,literal,Veratrum album,literal,IBCBICITVADEJG-UHFFFAOYSA-N,literal,O=C(OC1C(O)C2C3(O)C(OC(=O)C(C)CC)C(O)C4C(CN5CC(C)CCC5C4(O)C)C3CC62OC7(O)C(OC(=O)C(O)(C)C(O)C)CCC6(C)C17)C,en,literal,"[17-Acetyloxy-10,12,14,16,23-pentahydroxy-6,10,19-trimethyl-13-(2-methylbutanoyloxy)-24-oxa-4-azaheptacyclo[12.12.0.02,11.04,9.015,25.018,23.019,25]hexacosan-22-yl] 2,3-dihydroxy-2-methylbutanoate",literal,30192264-2,literal,10.1021/JA01589A033,,,,
468,uri,http://www.wikidata.org/entity/Q157547,uri,http://www.wikidata.org/entity/Q105156021,literal,Veratrum album,literal,LQZYJVWXEFXUJG-UHFFFAOYSA-N,literal,O=C(OC1CCC2(C)C3CCC4C5(O)C(O)C(O)C6C(CN7CC(C)CCC7C6(O)C)C5CC42OC13O)C8=CC=C(OC)C(OC)=C8,en,literal,Veratroylzygadenin,literal,30192264-2,literal,10.1248/YAKUSHI1947.79.5_609,,,,
469,uri,http://www.wikidata.org/entity/Q157547,uri,http://www.wikidata.org/entity/Q105156021,literal,Veratrum album,literal,LQZYJVWXEFXUJG-UHFFFAOYSA-N,literal,O=C(OC1CCC2(C)C3CCC4C5(O)C(O)C(O)C6C(CN7CC(C)CCC7C6(O)C)C5CC42OC13O)C8=CC=C(OC)C(OC)=C8,en,literal,Veratroylzygadenin,literal,30192264-2,literal,10.1002/HLCA.19530360645,,,,
470,uri,http://www.wikidata.org/entity/Q157547,uri,http://www.wikidata.org/entity/Q105156021,literal,Veratrum album,literal,LQZYJVWXEFXUJG-UHFFFAOYSA-N,literal,O=C(OC1CCC2(C)C3CCC4C5(O)C(O)C(O)C6C(CN7CC(C)CCC7C6(O)C)C5CC42OC13O)C8=CC=C(OC)C(OC)=C8,en,literal,Veratroylzygadenin,literal,30192264-2,literal,10.1002/ARDP.19552881005,,,,
471,uri,http://www.wikidata.org/entity/Q157547,uri,http://www.wikidata.org/entity/Q105156021,literal,Veratrum album,literal,LQZYJVWXEFXUJG-UHFFFAOYSA-N,literal,O=C(OC1CCC2(C)C3CCC4C5(O)C(O)C(O)C6C(CN7CC(C)CCC7C6(O)C)C5CC42OC13O)C8=CC=C(OC)C(OC)=C8,en,literal,Veratroylzygadenin,literal,30192264-2,literal,10.1007/BF00564623,,,,
472,uri,http://www.wikidata.org/entity/Q3023737,uri,http://www.wikidata.org/entity/Q105157228,literal,Trillium tschonoskii,literal,LTWMDDYNUKKCPA-YOTHLHBZSA-N,literal,O=C1C2=C(CCC3C2CC=C4CC(O)CC(OC5OCC(O)C(OC6OCC(O)C(O)C6O)C5OC7OC(C)C(O)C(OC8OCC(O)(CO)C8O)C7O)C43C)C9C1OC%10(OCC(C)C(OC%11OC(C)C(O)C(O)C%11O)C%10O)C9CO,,literal,Q105157228,literal,542611-1,literal,10.1039/C39820000789,,,,
473,uri,http://www.wikidata.org/entity/Q11127893,uri,http://www.wikidata.org/entity/Q105183143,literal,Veratrum maackii,literal,NPNDUIMQBJIGQS-GTWCRJIHSA-N,literal,OC1CCC2(C)C3CCC4C5(O)C(O)C(O)C6C(CN7CC(C)CCC7C6(O)C)C5CC42OC13O,en,literal,"(1S,2S,6S,9S,10S,11R,12S,13S,14S,15S,18S,19S,22S,23S,25R)-6,10,19-trimethyl-24-oxa-4-azaheptacyclo[12.12.0.02,11.04,9.015,25.018,23.019,25]hexacosane-10,12,13,14,22,23-hexol",literal,543507-1,literal,10.1248/CPB.37.2920,,,,
474,uri,http://www.wikidata.org/entity/Q7920912,uri,http://www.wikidata.org/entity/Q105156021,literal,Veratrum fimbriatum,literal,LQZYJVWXEFXUJG-UHFFFAOYSA-N,literal,O=C(OC1CCC2(C)C3CCC4C5(O)C(O)C(O)C6C(CN7CC(C)CCC7C6(O)C)C5CC42OC13O)C8=CC=C(OC)C(OC)=C8,en,literal,Veratroylzygadenin,literal,543490-1,literal,10.1021/JA01116A015,,,,
475,uri,http://www.wikidata.org/entity/Q10917239,uri,http://www.wikidata.org/entity/Q105170409,literal,Trillium kamtschaticum,literal,MQZAFJLDPZJMKO-PSEFMIKJSA-N,literal,O=C1C2=C(CCC3C2CC=C4CC(O)CC(OC5OCC(O)C(O)C5OC6OC(C)C(O)C(O)C6O)C43C)C7C1OC8(OCC(C)C(O)C8O)C7CO,en,literal,Trillenoside C,literal,328436-2,literal,10.1248/CPB.51.1328,,,,
476,uri,http://www.wikidata.org/entity/Q10917239,uri,http://www.wikidata.org/entity/Q105170409,literal,Trillium kamtschaticum,literal,MQZAFJLDPZJMKO-PSEFMIKJSA-N,literal,O=C1C2=C(CCC3C2CC=C4CC(O)CC(OC5OCC(O)C(O)C5OC6OC(C)C(O)C(O)C6O)C43C)C7C1OC8(OCC(C)C(O)C8O)C7CO,en,literal,Trillenoside C,literal,328436-2,literal,10.1002/CHIN.200413146,,,,
477,uri,http://www.wikidata.org/entity/Q158898,uri,http://www.wikidata.org/entity/Q105169297,literal,Veratrum nigrum,literal,MPAXORVZKLDHRC-PCRQMNHYSA-N,literal,O=C(OC1CC2C3(O)OC4(CC5C6CN7CC(C)CCC7C(O)(C)C6C(O)C(OC(=O)C(C)CC)C5(O)C14)C2(C)CCC3OC(=O)C(O)(C)C(O)C)C,en,literal,Germinalinine,literal,543516-1,literal,10.1002/RCM.2909,,,,
478,uri,http://www.wikidata.org/entity/Q2355143,uri,http://www.wikidata.org/entity/Q105184277,literal,Veratrum lobelianum,literal,NRAUXOUEEIAHLL-DIEPTKBJSA-N,literal,O=C(OC1CC2C3CC=C4CC(O)CCC4(C)C3CCC2(C)C1C(C5=NCC(C)CC5)C)C,en,literal,"[(3S,8S,9S,10R,13S,14S,16R,17R)-3-hydroxy-10,13-dimethyl-17-[(1S)-1-[(3R)-3-methyl-2,3,4,5-tetrahydropyridin-6-yl]ethyl]-2,3,4,7,8,9,11,12,14,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-16-yl] acetate",literal,30300236-2,literal,10.1007/BF00567932,,,,
479,uri,http://www.wikidata.org/entity/Q157547,uri,http://www.wikidata.org/entity/Q105183145,literal,Veratrum album,literal,NPNDUIMQBJIGQS-UHFFFAOYSA-N,literal,OC1CCC2(C)C3CCC4C5(O)C(O)C(O)C6C(CN7CC(C)CCC7C6(O)C)C5CC42OC13O,en,literal,"6,10,19-Trimethyl-24-oxa-4-azaheptacyclo[12.12.0.02,11.04,9.015,25.018,23.019,25]hexacosane-10,12,13,14,22,23-hexol",literal,30192264-2,literal,10.1002/RCM.2909,,,,
480,uri,http://www.wikidata.org/entity/Q158898,uri,http://www.wikidata.org/entity/Q105163969,literal,Veratrum nigrum,literal,MHQPNCBMPCWYOY-BXFKSJAZSA-N,literal,O=C(OC1CCC2(C)C3CC(OC(=O)C)C4C5(O)C(OC(=O)C(C)CC)C(O)C6C(CN7CC(C)CCC7C6(O)C)C5CC42OC13O)C8=CC=C(OC)C(OC)=C8,en,literal,Verussurine,literal,543516-1,literal,10.1002/RCM.2909,,,,
481,uri,http://www.wikidata.org/entity/Q158898,uri,http://www.wikidata.org/entity/Q105163969,literal,Veratrum nigrum,literal,MHQPNCBMPCWYOY-BXFKSJAZSA-N,literal,O=C(OC1CCC2(C)C3CC(OC(=O)C)C4C5(O)C(OC(=O)C(C)CC)C(O)C6C(CN7CC(C)CCC7C6(O)C)C5CC42OC13O)C8=CC=C(OC)C(OC)=C8,en,literal,Verussurine,literal,543516-1,literal,10.1021/NP9800811,,,,
482,uri,http://www.wikidata.org/entity/Q3539177,uri,http://www.wikidata.org/entity/Q105156846,literal,Trillium erectum,literal,LSYRGONONAFPHG-RRZDHCJPSA-N,literal,OCC1OC(OC2CC3=CCC4C(CCC5(C)C4CC6OC7(OCC(C)CC7)C(C)C65O)C3(C)CC2)C(OC8OC(C)C(O)C(O)C8O)C(O)C1OC9OC(C)C(O)C(OC%10OC(C)C(O)C(O)C%10O)C9O,,literal,Q105156846,literal,304585-2,literal,10.1016/J.PHYTOCHEM.2008.10.019,,,,
483,uri,http://www.wikidata.org/entity/Q3539178,uri,http://www.wikidata.org/entity/Q105170409,literal,Trillium camschatcense,literal,MQZAFJLDPZJMKO-PSEFMIKJSA-N,literal,O=C1C2=C(CCC3C2CC=C4CC(O)CC(OC5OCC(O)C(O)C5OC6OC(C)C(O)C(O)C6O)C43C)C7C1OC8(OCC(C)C(O)C8O)C7CO,en,literal,Trillenoside C,literal,328445-2,literal,10.1248/CPB.51.1328,,,,
484,uri,http://www.wikidata.org/entity/Q3539178,uri,http://www.wikidata.org/entity/Q105170409,literal,Trillium camschatcense,literal,MQZAFJLDPZJMKO-PSEFMIKJSA-N,literal,O=C1C2=C(CCC3C2CC=C4CC(O)CC(OC5OCC(O)C(O)C5OC6OC(C)C(O)C(O)C6O)C43C)C7C1OC8(OCC(C)C(O)C8O)C7CO,en,literal,Trillenoside C,literal,328445-2,literal,10.1002/CHIN.200413146,,,,
485,uri,http://www.wikidata.org/entity/Q2707753,uri,http://www.wikidata.org/entity/Q105183146,literal,Veratrum viride,literal,NPNDUIMQBJIGQS-ZSLOSLISSA-N,literal,OC1CCC2(C)C3CCC4C5(O)C(O)C(O)C6C(CN7CC(C)CCC7C6(O)C)C5CC42OC13O,en,literal,"(1S,2S,6S,9S,10S,11R,12R,13S,14S,15S,18S,19S,22S,23R,25R)-6,10,19-trimethyl-24-oxa-4-azaheptacyclo[12.12.0.02,11.04,9.015,25.018,23.019,25]hexacosane-10,12,13,14,22,23-hexol",literal,543543-1,literal,10.1016/0031-9422(94)00825-E,,,,
486,uri,http://www.wikidata.org/entity/Q10936837,uri,http://www.wikidata.org/entity/Q105156021,literal,Veratrum taliense,literal,LQZYJVWXEFXUJG-UHFFFAOYSA-N,literal,O=C(OC1CCC2(C)C3CCC4C5(O)C(O)C(O)C6C(CN7CC(C)CCC7C6(O)C)C5CC42OC13O)C8=CC=C(OC)C(OC)=C8,en,literal,Veratroylzygadenin,literal,543536-1,literal,10.1016/0031-9422(94)00672-G,,,,
487,uri,http://www.wikidata.org/entity/Q10936837,uri,http://www.wikidata.org/entity/Q105156021,literal,Veratrum taliense,literal,LQZYJVWXEFXUJG-UHFFFAOYSA-N,literal,O=C(OC1CCC2(C)C3CCC4C5(O)C(O)C(O)C6C(CN7CC(C)CCC7C6(O)C)C5CC42OC13O)C8=CC=C(OC)C(OC)=C8,en,literal,Veratroylzygadenin,literal,543536-1,literal,10.1007/BF00580584,,,,
488,uri,http://www.wikidata.org/entity/Q10936837,uri,http://www.wikidata.org/entity/Q105156021,literal,Veratrum taliense,literal,LQZYJVWXEFXUJG-UHFFFAOYSA-N,literal,O=C(OC1CCC2(C)C3CCC4C5(O)C(O)C(O)C6C(CN7CC(C)CCC7C6(O)C)C5CC42OC13O)C8=CC=C(OC)C(OC)=C8,en,literal,Veratroylzygadenin,literal,543536-1,literal,10.1007/BF00575783,,,,
489,uri,http://www.wikidata.org/entity/Q2707753,uri,http://www.wikidata.org/entity/Q105158562,literal,Veratrum viride,literal,LWSPRPDSPCBAKK-OZQHNQPQSA-N,literal,O=C(OC1C(O)C2C(CN3CC(C)CCC3C2(O)C)C4CC56OC7(O)C(OC(=O)C(O)(C)C(O)C)CCC6(C)C7CC(O)C5C14O)C(C)CC,,literal,Q105158562,literal,543543-1,literal,10.1021/JA01617A058,,,,
490,uri,http://www.wikidata.org/entity/Q3539177,uri,http://www.wikidata.org/entity/Q105158055,literal,Trillium erectum,literal,LVTJOONKWUXEFR-PQOJXYTOSA-N,literal,OCC1OC(OCC(C)CCC2(O)OC3CC4C5CC=C6CC(OC7OC(CO)C(OC8OC(C)C(O)C(O)C8O)C(O)C7OC9OC(C)C(O)C(O)C9O)CCC6(C)C5CCC4(C)C3C2C)C(O)C(O)C1O,,literal,Q105158055,literal,304585-2,literal,10.1016/J.PHYTOCHEM.2008.10.019,,,,
491,uri,http://www.wikidata.org/entity/Q2355143,uri,http://www.wikidata.org/entity/Q105173381,literal,Veratrum lobelianum,literal,MVWBBTKAXTUNEE-UQTBZQPJSA-N,literal,O=C(OC1C(O)C2C(CN3CC(C)CCC3C2(O)C)C4CC56OC7(O)C(O)CCC6(C)C7CC(O)C5C14O)C(C)CC,en,literal,"[(1S,2S,6S,9S,10S,11R,12R,13S,14S,15S,16R,18S,19S,22S,23S,25R)-10,12,14,16,22,23-hexahydroxy-6,10,19-trimethyl-24-oxa-4-azaheptacyclo[12.12.0.02,11.04,9.015,25.018,23.019,25]hexacosan-13-yl] (2R)-2-methylbutanoate",literal,30300236-2,literal,10.1007/BF00579997,,,,
492,uri,http://www.wikidata.org/entity/Q10917239,uri,http://www.wikidata.org/entity/Q105165474,literal,Trillium kamtschaticum,literal,MJKOCZIZHOHSNY-OWFCURGQSA-N,literal,O=C(OC1CC2C(=O)C=C3C(CCC4(C)C(CCC34O)C(O)(C)C(OC(=O)C)CCC(O)(C)C)C2(C)CC1OC(=O)C)C,en,literal,Mjkoczizhohsny-owfcurgqsa-,literal,328436-2,literal,10.1248/CPB.29.325,,,,
493,uri,http://www.wikidata.org/entity/Q11126737,uri,http://www.wikidata.org/entity/Q105160398,literal,Veratrum grandiflorum,literal,MALFODICFSIXPO-UHFFFAOYSA-N,literal,OC1CC2=CCC3C4=CC=C(C(=C4CC3C2(C)CC1)C)C(C)C5NCC(C)CC5O,en,literal,veratramine,literal,543495-1,literal,10.1021/NP980150B,,,,
494,uri,http://www.wikidata.org/entity/Q10917239,uri,http://www.wikidata.org/entity/Q105193869,literal,Trillium kamtschaticum,literal,OLAMGHNQGZIWHZ-UHFFFAOYSA-N,literal,OCC1OC(OC2C(O)C(OC3OC(C)C(O)C(O)C3O)C(OC4CC5=CCC6C(CCC7(C)C6CC8OC9(OCC(C)CC9)C(C)C87)C5(C)CC4)OC2CO)C(O)C(O)C1O,en,literal,Trilloside A,literal,328436-2,literal,10.1007/BF00565792,,,,
495,uri,http://www.wikidata.org/entity/Q158898,uri,http://www.wikidata.org/entity/Q105156021,literal,Veratrum nigrum,literal,LQZYJVWXEFXUJG-UHFFFAOYSA-N,literal,O=C(OC1CCC2(C)C3CCC4C5(O)C(O)C(O)C6C(CN7CC(C)CCC7C6(O)C)C5CC42OC13O)C8=CC=C(OC)C(OC)=C8,en,literal,Veratroylzygadenin,literal,543516-1,literal,10.1007/BF00575783,,,,
