,organism.type,organism,structure.type,structure,organism_name.type,organism_name,structure_inchikey.type,structure_inchikey,structure_smiles.type,structure_smiles,structureLabel.type,structureLabel,refDOI.type,refDOI,ipniID.type,ipniID,structureLabel.xml:lang,structure_cas.type,structure_cas,chembl_id.type,chembl_id
51,uri,http://www.wikidata.org/entity/Q87595642,uri,http://www.wikidata.org/entity/Q105193870,literal,Balanites aegyptiacus,literal,OLAMGHNQGZIWHZ-WUTVBGSCSA-N,literal,OCC1OC(OC2C(O)C(OC3OC(C)C(O)C(O)C3O)C(OC4CC5=CCC6C(CCC7(C)C6CC8OC9(OCC(C)CC9)C(C)C87)C5(C)CC4)OC2CO)C(O)C(O)C1O,literal,Balanitin 6,literal,10.1021/NP50078A002,,,en,,,,
52,uri,http://www.wikidata.org/entity/Q87595642,uri,http://www.wikidata.org/entity/Q105291754,literal,Balanites aegyptiacus,literal,VRGNKPWPCYXRAY-MUUNZHRXSA-N,literal,CCCCCCCCCCCCCCCCCC(C)CCCCCCCCC,literal,(10R)-10-methylheptacosane,literal,10.1002/CHIN.200651201,,,en,,,,
53,uri,http://www.wikidata.org/entity/Q87595642,uri,http://www.wikidata.org/entity/Q105213530,literal,Balanites aegyptiacus,literal,PQXMAIQZWIOGJJ-FDCADYMZSA-N,literal,OCC1OC(OC2C(O)C(OC3OC(C)C(O)C(O)C3O)C(OC4CC5=CCC6C(CCC7(C)C6CC8OC9(OCC(C)CC9)C(C)C87)C5(C)CC4)OC2CO)C(O)C(OC%10OC(C)C(O)C(O)C%10O)C1O,literal,Balanitin 5,literal,10.1021/NP50078A002,,,en,,,,
54,uri,http://www.wikidata.org/entity/Q87595642,uri,http://www.wikidata.org/entity/Q82908438,literal,Balanites aegyptiacus,literal,RPYHJEFMMXMMHG-UHFFFAOYSA-N,literal,OCC1OC(OCC(C)CCC2(O)OC3CC4C5CC=C6CC(OC7OC(CO)C(OC8OC(CO)C(O)C(O)C8O)C(O)C7OC9OC(C)C(O)C(O)C9O)CCC6(C)C5CCC4(C)C3C2C)C(O)C(O)C1O,literal,Balanitoside,literal,10.1016/J.PHYTOL.2010.11.004,,,en,literal,145854-02-0,,
55,uri,http://www.wikidata.org/entity/Q87595642,uri,http://www.wikidata.org/entity/Q82908438,literal,Balanites aegyptiacus,literal,RPYHJEFMMXMMHG-UHFFFAOYSA-N,literal,OCC1OC(OCC(C)CCC2(O)OC3CC4C5CC=C6CC(OC7OC(CO)C(OC8OC(CO)C(O)C(O)C8O)C(O)C7OC9OC(C)C(O)C(O)C9O)CCC6(C)C5CCC4(C)C3C2C)C(O)C(O)C1O,literal,Balanitoside,literal,10.1016/0031-9422(92)83728-H,,,en,literal,145854-02-0,,
56,uri,http://www.wikidata.org/entity/Q87595642,uri,http://www.wikidata.org/entity/Q408428,literal,Balanites aegyptiacus,literal,JMSVCTWVEWCHDZ-UHFFFAOYSA-N,literal,COC1=CC(=CC(=C1O)OC)C(=O)O,literal,syringic acid,literal,10.1016/S0367-326X(99)00149-5,,,en,literal,530-57-4,literal,CHEMBL1414
57,uri,http://www.wikidata.org/entity/Q87595642,uri,http://www.wikidata.org/entity/Q105310803,literal,Balanites aegyptiacus,literal,WQLVFSAGQJTQCK-FYGAHSMPSA-N,literal,OC1CC2=CCC3C(CCC4(C)C3CC5OC6(OCC(C)CC6)C(C)C54)C2(C)CC1,literal,"(1S,2R,4R,5'R,6S,7R,8S,9S,12S,13R,16R)-5',7,9,13-tetramethylspiro[5-oxapentacyclo[10.8.0.02,9.04,8.013,18]icos-18-ene-6,2'-oxane]-16-ol",literal,10.1016/S0031-9422(00)97297-2,,,en,,,,
58,uri,http://www.wikidata.org/entity/Q87595642,uri,http://www.wikidata.org/entity/Q105237692,literal,Balanites aegyptiacus,literal,RJQCTQMDJCNDGK-RKZZQTKVSA-N,literal,OC1CC2=C(C)CC3C(CCC4(C)C3CC5OC6(OCC(C)CC6)C(C)C54)C2(C)CC1,literal,6-Methyldiosgenin,literal,10.1016/0031-9422(92)83728-H,,,en,,,,
59,uri,http://www.wikidata.org/entity/Q606704,uri,http://www.wikidata.org/entity/Q82908438,literal,Balanites aegyptiaca,literal,RPYHJEFMMXMMHG-UHFFFAOYSA-N,literal,OCC1OC(OCC(C)CCC2(O)OC3CC4C5CC=C6CC(OC7OC(CO)C(OC8OC(CO)C(O)C(O)C8O)C(O)C7OC9OC(C)C(O)C(O)C9O)CCC6(C)C5CCC4(C)C3C2C)C(O)C(O)C1O,literal,Balanitoside,literal,10.1016/J.PHYTOL.2010.11.004,literal,813589-1,en,literal,145854-02-0,,
60,uri,http://www.wikidata.org/entity/Q606704,uri,http://www.wikidata.org/entity/Q82908438,literal,Balanites aegyptiaca,literal,RPYHJEFMMXMMHG-UHFFFAOYSA-N,literal,OCC1OC(OCC(C)CCC2(O)OC3CC4C5CC=C6CC(OC7OC(CO)C(OC8OC(CO)C(O)C(O)C8O)C(O)C7OC9OC(C)C(O)C(O)C9O)CCC6(C)C5CCC4(C)C3C2C)C(O)C(O)C1O,literal,Balanitoside,literal,10.1016/0031-9422(92)83728-H,literal,813589-1,en,literal,145854-02-0,,
61,uri,http://www.wikidata.org/entity/Q87595642,uri,http://www.wikidata.org/entity/Q105031625,literal,Balanites aegyptiacus,literal,HPAZMTUJBDFPDN-WVKUCCCPSA-N,literal,OCC1OC(OCC(C)CCC2(O)OC3CC4C5CC=C6CC(OC7OCC(O)C(O)C7OC8OCC(OC9OC(C)C(O)C(O)C9OC%10OC(C)C(O)C(O)C%10O)C(O)C8OC%11OCC(O)C(O)C%11O)CCC6(C)C5CCC4(C)C3C2C)C(O)C(O)C1O,literal,Q105031625,literal,10.1016/S0031-9422(97)01015-7,,,,,,,
62,uri,http://www.wikidata.org/entity/Q606704,uri,http://www.wikidata.org/entity/Q110187451,literal,Balanites aegyptiaca,literal,DHEBGTQGALZORI-SVEVFTHBSA-N,literal,OC(C)C1C(O)CC2C3CC=C4CC(OC5OC(COC6OC(C)C(O)C(O)C6O)C(O)C(O)C5OC7OC(C)C(O)C(O)C7O)CCC4(C)C3CCC21C,literal,Balagyptin,literal,10.1016/0031-9422(95)00551-H,literal,813589-1,en,,,,
63,uri,http://www.wikidata.org/entity/Q606704,uri,http://www.wikidata.org/entity/Q104249731,literal,Balanites aegyptiaca,literal,FXOMQOAAJCQQCO-SOLCLNKMSA-N,literal,OCC1OC(OC2C(O)C(O)C(OC3CC4=CCC5C(CCC6(C)C5CC7OC8(OCC(C)CC8)C(C)C76)C4(C)CC3)OC2CO)C(OC9OC(C)C(O)C(O)C9O)C(O)C1O,literal,Balanitin 3,literal,10.1021/NP50019A002,literal,813589-1,en,,,,
64,uri,http://www.wikidata.org/entity/Q606704,uri,http://www.wikidata.org/entity/Q104249731,literal,Balanites aegyptiaca,literal,FXOMQOAAJCQQCO-SOLCLNKMSA-N,literal,OCC1OC(OC2C(O)C(O)C(OC3CC4=CCC5C(CCC6(C)C5CC7OC8(OCC(C)CC8)C(C)C76)C4(C)CC3)OC2CO)C(OC9OC(C)C(O)C(O)C9O)C(O)C1O,literal,Balanitin 3,literal,10.1016/0040-4020(82)80095-1,literal,813589-1,en,,,,
65,uri,http://www.wikidata.org/entity/Q606704,uri,http://www.wikidata.org/entity/Q104249731,literal,Balanites aegyptiaca,literal,FXOMQOAAJCQQCO-SOLCLNKMSA-N,literal,OCC1OC(OC2C(O)C(O)C(OC3CC4=CCC5C(CCC6(C)C5CC7OC8(OCC(C)CC8)C(C)C76)C4(C)CC3)OC2CO)C(OC9OC(C)C(O)C(O)C9O)C(O)C1O,literal,Balanitin 3,literal,10.1016/0031-9422(92)83728-H,literal,813589-1,en,,,,
66,uri,http://www.wikidata.org/entity/Q606704,uri,http://www.wikidata.org/entity/Q105348269,literal,Balanites aegyptiaca,literal,YGVBGPSWCYFEAW-JJQBEVGGSA-N,literal,OCC1OC(OCC(C)CCC2(O)OC3CC4C5CC=C6CC(OC7OC(CO)C(OC8OC(CO)C(O)C(O)C8OC9OC(C)C(O)C(O)C9O)C(O)C7O)CCC6(C)C5CCC4(C)C3C2C)C(O)C(O)C1O,literal,Q105348269,literal,10.1016/0031-9422(92)83728-H,literal,813589-1,,,,,
67,uri,http://www.wikidata.org/entity/Q87595642,uri,http://www.wikidata.org/entity/Q105329112,literal,Balanites aegyptiacus,literal,XJOTXMLDNWCDRH-YQTWOTKZSA-N,literal,OCC1OC(OC2C(O)C(OC(CO)C2O)OC3C(O)C(OC4OC(C)C(O)C(O)C4O)C(OC5CC6=CCC7C(CCC8(C)C7CC9OC%10(OCC(C)CC%10)C(C)C98)C6(C)CC5)OC3CO)C(O)C(O)C1O,literal,Balanitin 4,literal,10.1021/NP50078A002,,,en,,,,
68,uri,http://www.wikidata.org/entity/Q87595642,uri,http://www.wikidata.org/entity/Q105113046,literal,Balanites aegyptiacus,literal,IHHOBYBFBHZYDS-VWBQBMCJSA-N,literal,OCC1OC(OC2C(O)C(OC3OC(C)C(O)C(O)C3O)C(OC4CC5=CCC6C(CCC7(C)C6CC8OC9(OCC(C)CC9)C(C)C87)C5(C)CC4)OC2CO)C(OC%10OC(C)C(O)C(O)C%10O)C(O)C1O,literal,Q105113046,literal,10.1016/0040-4020(82)80095-1,,,,,,,
69,uri,http://www.wikidata.org/entity/Q87595642,uri,http://www.wikidata.org/entity/Q105193869,literal,Balanites aegyptiacus,literal,OLAMGHNQGZIWHZ-UHFFFAOYSA-N,literal,OCC1OC(OC2C(O)C(OC3OC(C)C(O)C(O)C3O)C(OC4CC5=CCC6C(CCC7(C)C6CC8OC9(OCC(C)CC9)C(C)C87)C5(C)CC4)OC2CO)C(O)C(O)C1O,literal,Trilloside A,literal,10.1016/J.PHYTOL.2010.11.004,,,en,,,,
70,uri,http://www.wikidata.org/entity/Q87595642,uri,http://www.wikidata.org/entity/Q27102643,literal,Balanites aegyptiacus,literal,NPNNKDMSXVRADT-WEVVVXLNSA-N,literal,COC1=C(C=CC(=C1)C=CC(=O)NCCC2=CC=C(C=C2)O)O,literal,(E)-N-feruloyltyramine,literal,10.1016/S0367-326X(99)00149-5,,,en,literal,65646-26-6,literal,CHEMBL206555
71,uri,http://www.wikidata.org/entity/Q2880538,uri,http://www.wikidata.org/entity/Q105310803,literal,Balanites wilsoniana,literal,WQLVFSAGQJTQCK-FYGAHSMPSA-N,literal,OC1CC2=CCC3C(CCC4(C)C3CC5OC6(OCC(C)CC6)C(C)C54)C2(C)CC1,literal,"(1S,2R,4R,5'R,6S,7R,8S,9S,12S,13R,16R)-5',7,9,13-tetramethylspiro[5-oxapentacyclo[10.8.0.02,9.04,8.013,18]icos-18-ene-6,2'-oxane]-16-ol",literal,10.1016/0031-9422(73)80028-7,literal,873126-1,en,,,,
72,uri,http://www.wikidata.org/entity/Q606704,uri,http://www.wikidata.org/entity/Q105281991,literal,Balanites aegyptiaca,literal,UYWFJVGXXZDJIF-DIKYDDMGSA-N,literal,OCC1OC(OCC(C)CCC2(O)OC3CC4C5CC=C6CC(OC7OC(CO)C(OC8OC(CO)C(O)C(OC9OCC(O)C(O)C9O)C8O)C(O)C7OC%10OC(C)C(O)C(O)C%10O)CCC6(C)C5CCC4(C)C3C2C)C(O)C(O)C1O,literal,Q105281991,literal,10.1002/MRC.1879,literal,813589-1,,,,,
73,uri,http://www.wikidata.org/entity/Q606704,uri,http://www.wikidata.org/entity/Q105193870,literal,Balanites aegyptiaca,literal,OLAMGHNQGZIWHZ-WUTVBGSCSA-N,literal,OCC1OC(OC2C(O)C(OC3OC(C)C(O)C(O)C3O)C(OC4CC5=CCC6C(CCC7(C)C6CC8OC9(OCC(C)CC9)C(C)C87)C5(C)CC4)OC2CO)C(O)C(O)C1O,literal,Balanitin 6,literal,10.1021/NP50078A002,literal,813589-1,en,,,,
74,uri,http://www.wikidata.org/entity/Q87595642,uri,http://www.wikidata.org/entity/Q414779,literal,Balanites aegyptiacus,literal,BGEBZHIAGXMEMV-UHFFFAOYSA-N,literal,COC1=C2C=CC(=O)OC2=CC3=C1C=CO3,literal,bergapten,literal,10.1055/S-2007-971481,,,en,literal,484-20-8,literal,CHEMBL24171
75,uri,http://www.wikidata.org/entity/Q87595642,uri,http://www.wikidata.org/entity/Q105349212,literal,Balanites aegyptiacus,literal,YJEQJHRHYMPDHN-LIOATHCXSA-N,literal,OCC1OC(OC2C(O)C(O)C(OC2CO)OC3C(O)C(O)C(OC3C)OC4C(O)C(O)C(O)OC4C)C(O)C(O)C1O,literal,Glc(b1-4)Gal(b1-4)Rha(a1-4)a-Rha,literal,10.1002/CHIN.200651201,,,en,,,,
76,uri,http://www.wikidata.org/entity/Q2880538,uri,http://www.wikidata.org/entity/Q908490,literal,Balanites wilsoniana,literal,MQIUGAXCHLFZKX-UHFFFAOYSA-N,literal,CCCCCCCCOC(=O)C1=CC=CC=C1C(=O)OCCCCCCCC,literal,di-N-octyl phthalate,literal,10.1016/0031-9422(73)80028-7,literal,873126-1,en,literal,117-84-0,literal,CHEMBL1409747
77,uri,http://www.wikidata.org/entity/Q87595642,uri,http://www.wikidata.org/entity/Q105348269,literal,Balanites aegyptiacus,literal,YGVBGPSWCYFEAW-JJQBEVGGSA-N,literal,OCC1OC(OCC(C)CCC2(O)OC3CC4C5CC=C6CC(OC7OC(CO)C(OC8OC(CO)C(O)C(O)C8OC9OC(C)C(O)C(O)C9O)C(O)C7O)CCC6(C)C5CCC4(C)C3C2C)C(O)C(O)C1O,literal,Q105348269,literal,10.1016/0031-9422(92)83728-H,,,,,,,
78,uri,http://www.wikidata.org/entity/Q606704,uri,http://www.wikidata.org/entity/Q104667961,literal,Balanites aegyptiaca,literal,DYAJQSYEQXVRFW-UHFFFAOYSA-N,literal,OCC1OC(OC2C(O)C(OC3OC(C)C(O)C(O)C3O)C(OC4CC5=CCC6C(CCC7(C)C6CC8OC9(OCC(C)CC9)C(C)C87)C5(C)CC4)OC2CO)C(O)C(OC%10OCC(O)C(O)C%10O)C1O,literal,Q104667961,literal,10.1016/J.PHYTOL.2010.11.004,literal,813589-1,,,,,
79,uri,http://www.wikidata.org/entity/Q606704,uri,http://www.wikidata.org/entity/Q105243141,literal,Balanites aegyptiaca,literal,RPYHJEFMMXMMHG-TUMYEXKASA-N,literal,OCC1OC(OCC(C)CCC2(O)OC3CC4C5CC=C6CC(OC7OC(CO)C(OC8OC(CO)C(O)C(O)C8O)C(O)C7OC9OC(C)C(O)C(O)C9O)CCC6(C)C5CCC4(C)C3C2C)C(O)C(O)C1O,literal,Q105243141,literal,10.1002/MRC.1879,literal,813589-1,,,,,
80,uri,http://www.wikidata.org/entity/Q606704,uri,http://www.wikidata.org/entity/Q104991287,literal,Balanites aegyptiaca,literal,DYAJQSYEQXVRFW-RAEGJVERSA-N,literal,OCC1OC(OC2C(O)C(OC3OC(C)C(O)C(O)C3O)C(OC4CC5=CCC6C(CCC7(C)C6CC8OC9(OCC(C)CC9)C(C)C87)C5(C)CC4)OC2CO)C(O)C(OC%10OCC(O)C(O)C%10O)C1O,literal,Balanitin 7,literal,10.1021/NP50078A002,literal,813589-1,en,,,,
81,uri,http://www.wikidata.org/entity/Q87595642,uri,http://www.wikidata.org/entity/Q105183185,literal,Balanites aegyptiacus,literal,NPNNKDMSXVRADT-UHFFFAOYSA-N,literal,COc1cc(C=CC(=O)NCCc2ccc(O)cc2)ccc1O,literal,N-feruloyltyramine; Moupinamide,literal,10.1016/S0367-326X(99)00149-5,,,en,literal,65646-26-6,,
82,uri,http://www.wikidata.org/entity/Q606704,uri,http://www.wikidata.org/entity/Q104667793,literal,Balanites aegyptiaca,literal,NJZWMDVWKHXLNQ-SKBFOVBNSA-N,literal,OCC1OC(OC2C(O)C(OC3OC(C)C(O)C(O)C3O)C(OC4CC5=CCC6C(CCC7(C)C6CC8OC(OC)(CCC(C)COC9OC(OC)C(O)C(O)C9O)C(C)C87)C5(C)CC4)OC2CO)C(O)C(OC%10OCC(O)C(O)C%10O)C1O,literal,Q104667793,literal,10.1002/1522-2675(200204)85:4<1019::AID-HLCA1019>3.0.CO;2-S,literal,813589-1,,,,,
83,uri,http://www.wikidata.org/entity/Q3595386,uri,http://www.wikidata.org/entity/Q27106368,literal,Balanites roxburghii,literal,RPYHJEFMMXMMHG-AATSBFCISA-N,literal,CC1C2C(CC3C2(CCC4C3CC=C5C4(CCC(C5)OC6C(C(C(C(O6)CO)OC7C(C(C(C(O7)CO)O)O)O)O)OC8C(C(C(C(O8)C)O)O)O)C)C)OC1(CCC(C)COC9C(C(C(C(O9)CO)O)O)O)O,literal,Deltoside,literal,10.1016/S0031-9422(00)84687-7,literal,813594-1,en,literal,62751-68-2,literal,CHEMBL2228355
84,uri,http://www.wikidata.org/entity/Q606704,uri,http://www.wikidata.org/entity/Q105291754,literal,Balanites aegyptiaca,literal,VRGNKPWPCYXRAY-MUUNZHRXSA-N,literal,CCCCCCCCCCCCCCCCCC(C)CCCCCCCCC,literal,(10R)-10-methylheptacosane,literal,10.1002/CHIN.200651201,literal,813589-1,en,,,,
85,uri,http://www.wikidata.org/entity/Q606704,uri,http://www.wikidata.org/entity/Q105113046,literal,Balanites aegyptiaca,literal,IHHOBYBFBHZYDS-VWBQBMCJSA-N,literal,OCC1OC(OC2C(O)C(OC3OC(C)C(O)C(O)C3O)C(OC4CC5=CCC6C(CCC7(C)C6CC8OC9(OCC(C)CC9)C(C)C87)C5(C)CC4)OC2CO)C(OC%10OC(C)C(O)C(O)C%10O)C(O)C1O,literal,Q105113046,literal,10.1016/0040-4020(82)80095-1,literal,813589-1,,,,,
86,uri,http://www.wikidata.org/entity/Q606704,uri,http://www.wikidata.org/entity/Q27106368,literal,Balanites aegyptiaca,literal,RPYHJEFMMXMMHG-AATSBFCISA-N,literal,CC1C2C(CC3C2(CCC4C3CC=C5C4(CCC(C5)OC6C(C(C(C(O6)CO)OC7C(C(C(C(O7)CO)O)O)O)O)OC8C(C(C(C(O8)C)O)O)O)C)C)OC1(CCC(C)COC9C(C(C(C(O9)CO)O)O)O)O,literal,Deltoside,literal,10.1016/S0031-9422(00)84687-7,literal,813589-1,en,literal,62751-68-2,literal,CHEMBL2228355
87,uri,http://www.wikidata.org/entity/Q1017217,uri,http://www.wikidata.org/entity/Q104200030,literal,Tribulus,literal,VZPAURMDJZOGHU-UHFFFAOYSA-N,literal,CC(=O)OCC(Cc1ccccc1)NC(=O)C(Cc1ccccc1)NC(=O)c1ccccc1,literal,Tifentai,literal,10.1016/S0031-9422(97)01086-8,literal,41747-1,en,,,,
88,uri,http://www.wikidata.org/entity/Q235889,uri,http://www.wikidata.org/entity/Q104976770,literal,Tribulus terrestris,literal,DDRWSCCYOMBOCB-ZPIDPPDWSA-N,literal,O=C1CC2C(CCC3CC(OC4OC(CO)C(OC5OC(CO)C(O)C(O)C5OC6OC(CO)C(O)C(O)C6O)C(O)C4OC7OCC(O)C(O)C7O)CCC32C)C8CC9OC%10(OCC(C)CC%10)C(C)C9C18C,literal,Q104976770,literal,10.1016/0031-9422(96)00131-8,literal,873489-1,,,,,
89,uri,http://www.wikidata.org/entity/Q18082681,uri,http://www.wikidata.org/entity/Q104976964,literal,Tetraena dumosa,literal,DDVZERLQXNLWHT-KZNIDIGNSA-N,literal,O=C(O)C12C(=CCC3C4(C)CCC(OC5OC(C)C(O)C(O)C5OS(=O)(=O)O)C(C)(C)C4CCC31C)C6C(C)C(C)CCC6(C(=O)OC7OC(CO)C(O)C(O)C7O)CC2,literal,"3beta-(2-O-Sulfo-6-deoxy-beta-D-glucopyranosyloxy)urs-12-ene-27,28-dioic acid 28-beta-D-glucopyranosyl ester",literal,10.1016/S0031-9422(96)00552-3,literal,50425634-2,en,,,,
90,uri,http://www.wikidata.org/entity/Q235889,uri,http://www.wikidata.org/entity/Q104937194,literal,Tribulus terrestris,literal,BJNQXJIQCPPOHN-GSSXFXIZSA-N,literal,OCC1OC(OC2C(OC(CO)C(O)C2OC3OCC(O)C(O)C3O)OC4C(O)C(O)C(OC5CCC6(C)C(CCC7C6CCC8(C)C7CC9OC%10(OCC(C)CC%10)C(C)C98)C5)OC4CO)C(O)C(O)C1O,literal,Q104937194,literal,10.1016/0031-9422(96)00131-8,literal,873489-1,,,,,
91,uri,http://www.wikidata.org/entity/Q18075894,uri,http://www.wikidata.org/entity/Q104916914,literal,Tetraena coccinea,literal,AQLCKWUMMOZIEY-UHFFFAOYSA-N,literal,O=C(O)C12C(=CCC3C4(C)CCC(OC5OC(C)C(O)C(O)C5O)C(C)(C)C4CCC31C)C6C(C)C(C)CCC6(C(=O)OC7OC(CO)C(O)C(O)C7O)CC2,literal,Quinovic acid 3-O-(6-deoxyglucoside) 28-O-glucosyl ester,literal,10.1055/S-0030-1250463,literal,50425630-2,en,,,,
92,uri,http://www.wikidata.org/entity/Q235889,uri,http://www.wikidata.org/entity/Q104397291,literal,Tribulus terrestris,literal,IXUNZKARBRITGN-RBZJHTRGSA-N,literal,O=C1CC2C(CCC3CC(OC4OC(CO)C(OC5OC(CO)C(O)C(OC6OCC(O)C(O)C6O)C5OC7OC(CO)C(O)C(O)C7O)C(O)C4O)CCC32C)C8CC9OC%10(OCC(C)CC%10)C(C)C9C18C,literal,Q104397291,literal,10.3390/MOLECULES15020613,literal,873489-1,,,,,
93,uri,http://www.wikidata.org/entity/Q18077249,uri,http://www.wikidata.org/entity/Q104400241,literal,Tribulus parvispinus,literal,FHVQHMSEYRELEM-LAZPWEGUSA-N,literal,O=C1C=C(C)C(O)(C=CC(O)COC2OC(CO)C(O)C(O)C2O)C(C)(C)C1,literal,Cucumegastigmane II,literal,10.1021/NP0502138,literal,873464-1,en,,,,
94,uri,http://www.wikidata.org/entity/Q18075894,uri,http://www.wikidata.org/entity/Q104399646,literal,Tetraena coccinea,literal,QRVJUIRVDGCRAH-KZNIDIGNSA-N,literal,O=C(O)C12CCC(C)C(C)C2C3=CCC4C5(C)CCC(OC6OC(C)C(O)C(O)C6O)C(C)(C)C5CCC4(C)C3(C(=O)OC7OC(CO)C(O)C(O)C7O)CC1,literal,Zygophyloside B,literal,10.1016/0031-9422(93)85538-3,literal,50425630-2,en,,,,
95,uri,http://www.wikidata.org/entity/Q18075894,uri,http://www.wikidata.org/entity/Q104399646,literal,Tetraena coccinea,literal,QRVJUIRVDGCRAH-KZNIDIGNSA-N,literal,O=C(O)C12CCC(C)C(C)C2C3=CCC4C5(C)CCC(OC6OC(C)C(O)C(O)C6O)C(C)(C)C5CCC4(C)C3(C(=O)OC7OC(CO)C(O)C(O)C7O)CC1,literal,Zygophyloside B,literal,10.1021/NP50071A010,literal,50425630-2,en,,,,
96,uri,http://www.wikidata.org/entity/Q235889,uri,http://www.wikidata.org/entity/Q104399188,literal,Tribulus terrestris,literal,QIPDEXHJCVHMKQ-YCRREMRBSA-N,literal,COc1cc(C=CC(=O)NCC(=O)c2ccc(O)cc2)ccc1O,literal,Terrestriamide,literal,10.1016/S0031-9422(97)01086-8,literal,873489-1,en,,,,
97,uri,http://www.wikidata.org/entity/Q235889,uri,http://www.wikidata.org/entity/Q104399188,literal,Tribulus terrestris,literal,QIPDEXHJCVHMKQ-YCRREMRBSA-N,literal,COc1cc(C=CC(=O)NCC(=O)c2ccc(O)cc2)ccc1O,literal,Terrestriamide,literal,10.1248/BPB.B14-00026,literal,873489-1,en,,,,
98,uri,http://www.wikidata.org/entity/Q235889,uri,http://www.wikidata.org/entity/Q104399188,literal,Tribulus terrestris,literal,QIPDEXHJCVHMKQ-YCRREMRBSA-N,literal,COc1cc(C=CC(=O)NCC(=O)c2ccc(O)cc2)ccc1O,literal,Terrestriamide,literal,10.1055/S-0036-1578747,literal,873489-1,en,,,,
99,uri,http://www.wikidata.org/entity/Q235889,uri,http://www.wikidata.org/entity/Q104399188,literal,Tribulus terrestris,literal,QIPDEXHJCVHMKQ-YCRREMRBSA-N,literal,COc1cc(C=CC(=O)NCC(=O)c2ccc(O)cc2)ccc1O,literal,Terrestriamide,literal,10.1055/S-2006-957535,literal,873489-1,en,,,,
100,uri,http://www.wikidata.org/entity/Q235889,uri,http://www.wikidata.org/entity/Q104934306,literal,Tribulus terrestris,literal,BFKBMFQNVNJEMA-UHFFFAOYSA-N,literal,O=C1CC2C(CCC3CC(OC4OC(CO)C(OC5OC(CO)C(O)C(O)C5O)C(O)C4OC6OC(C)C(O)C(O)C6O)CCC32C)C7CC8OC(O)(CCC(C)COC9OC(CO)C(O)C(O)C9O)C(C)C8C17C,literal,Q104934306,literal,10.1007/BF02491733,literal,873489-1,,,,,
101,uri,http://www.wikidata.org/entity/Q235889,uri,http://www.wikidata.org/entity/Q104965750,literal,Tribulus terrestris,literal,CNGHCVZOTCCMMB-YVRHDIGYSA-N,literal,OCC1OC(OCC(C)CCC=2OC3CC4C5CCC6CC(OC7OC(CO)C(OC8OC(CO)C(O)C(OC9OCC(O)C(O)C9O)C8OC%10OCC(O)C(O)C%10O)C(O)C7OC%11OC(C)C(O)C(O)C%11O)CCC6(C)C5CCC4(C)C3C2C)C(O)C(O)C1O,literal,Q104965750,literal,10.1080/14786410902940990,literal,873489-1,,,,,
102,uri,http://www.wikidata.org/entity/Q235889,uri,http://www.wikidata.org/entity/Q104919062,literal,Tribulus terrestris,literal,AUNMZKOYQZZFJF-UHFFFAOYSA-N,literal,OCC1OC(OCC2OC(OCC3OC(OCC4OC(OC5OC(COC6(OC(CO)C(O)C6O)CO)C(O)C(O)C5O)(CO)C(O)C4O)(CO)C(O)C3O)C(O)C(O)C2O)(CO)C(O)C1O,literal,Q104919062,literal,10.1016/J.PHYTOCHEM.2013.04.005,literal,873489-1,,,,,
103,uri,http://www.wikidata.org/entity/Q7840464,uri,http://www.wikidata.org/entity/Q104987776,literal,Tribulus cistoides,literal,DSCFFEYYQKSRSV-KLJZZCKASA-N,literal,OC1C(O)C(O)C(OC)C(O)C1O,literal,D-pinitol,literal,10.1016/0031-9422(95)00622-2,literal,873411-1,en,literal,10284-63-6,literal,CHEMBL493737
104,uri,http://www.wikidata.org/entity/Q18077249,uri,http://www.wikidata.org/entity/Q104396389,literal,Tribulus parvispinus,literal,SWYRVCGNMNAFEK-MHXFFUGFSA-N,literal,O=C1C=C(C)C(O)(C=CC(OC2OC(CO)C(O)C(O)C2O)C)C(C)(C)C1,literal,"(4S)-4-hydroxy-3,5,5-trimethyl-4-[(1E,3R)-3-{[(2R,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}but-1-en-1-yl]cyclohex-2-en-1-one",literal,10.1021/NP0502138,literal,873464-1,en,,,,
105,uri,http://www.wikidata.org/entity/Q18082681,uri,http://www.wikidata.org/entity/Q104399646,literal,Tetraena dumosa,literal,QRVJUIRVDGCRAH-KZNIDIGNSA-N,literal,O=C(O)C12CCC(C)C(C)C2C3=CCC4C5(C)CCC(OC6OC(C)C(O)C(O)C6O)C(C)(C)C5CCC4(C)C3(C(=O)OC7OC(CO)C(O)C(O)C7O)CC1,literal,Zygophyloside B,literal,10.1016/0031-9422(95)00436-B,literal,50425634-2,en,,,,
106,uri,http://www.wikidata.org/entity/Q235889,uri,http://www.wikidata.org/entity/Q104923312,literal,Tribulus terrestris,literal,BCIDGENRXVDEAP-UQRBTRBXSA-N,literal,OCC1OC(OC2OC3(OC4CC5C6CCC7CC(OC8OC(CO)C(OC9OC(CO)C(O)C(O)C9O)C(O)C8OC%10OC(C)C(O)C(O)C%10O)CCC7(C)C6CCC5(C)C4C3C)CCC2C)C(O)C(O)C1O,literal,Isoterrestrosin B,literal,10.1021/NP000353B,literal,873489-1,en,,,,
